25 | Boxing-v0 | -100.0 | 0 | -19.157706093189965
26 | Boxing-v0 | -100.0 | 2.0 | -32.320422535211264
27 | Boxing-v0 | -100.0 | 2.0 | -29.678321678321677
28 | Boxing-v0 | -100.0 | 2.0 | -28.594405594405593
29 | Boxing-v0 | -100.0 | 2.0 | -31.860714285714284
30 | Boxing-v0 | -100.0 | 2.0 | -27.03472222222222
31 | Boxing-v0 | -100.0 | 2.0 | -26.721254355400696
32 | Boxing-v0 | -100.0 | 2.0 | -27.323843416370106
33 | Boxing-v0 | -100.0 | 2.0 | -27.70242214532872
34 | Boxing-v0 | -100.0 | 2.0 | -25.729166666666668
35 | Boxing-v0 | -100.0 | 2.0 | -26.119298245614036
36 | Boxing-v0 | -100.0 | 2.0 | -27.45774647887324
37 | Boxing-v0 | -100.0 | 0 | -27.26643598615917
38 | Boxing-v0 | -100.0 | 2.0 | -27.069686411149824
39 | Boxing-v0 | -100.0 | 2.0 | -25.72473867595819
40 | Boxing-v0 | -100.0 | 2.0 | -24.94909090909091
41 | Boxing-v0 | -100.0 | 2.0 | -26.862190812720847
42 | Boxing-v0 | -100.0 | 2.0 | -28.197183098591548
