1 | Boxing-v0 | -71.0 | -6.0 | -25.605555555555554
2 | Boxing-v0 | -71.0 | -5.0 | -17.450617283950617
3 | Boxing-v0 | -71.0 | -5.0 | -16.178217821782177
4 | Boxing-v0 | -71.0 | -5.0 | -13.87248322147651
5 | Boxing-v0 | -70.0 | -5.0 | -11.768707482993197
6 | Boxing-v0 | -70.0 | -5.0 | -11.82986111111111
7 | Boxing-v0 | -70.0 | -4.0 | -11.332167832167832
8 | Boxing-v0 | -71.0 | -4.0 | -11.929054054054054
9 | Boxing-v0 | -71.0 | -4.0 | -12.27457627118644
10 | Boxing-v0 | -70.0 | -2.0 | -11.969696969696969
11 | Boxing-v0 | -70.0 | -2.0 | -13.332191780821917
12 | Boxing-v0 | -71.0 | -2.0 | -13.094915254237288
13 | Boxing-v0 | -88.0 | -2.0 | -11.46043165467626
14 | Boxing-v0 | -71.0 | -2.0 | -14.303135888501743
15 | Boxing-v0 | -69.0 | -2.0 | -13.228070175438596
16 | Boxing-v0 | -71.0 | -2.0 | -12.119718309859154
17 | Boxing-v0 | -68.0 | -2.0 | -12.184931506849315
18 | Boxing-v0 | -70.0 | -1.0 | -12.76923076923077
19 | Boxing-v0 | -98.0 | -1.0 | -11.755172413793103
20 | Boxing-v0 | -71.0 | -1.0 | -13.189964157706093
21 | Boxing-v0 | -69.0 | -1.0 | -13.175627240143369
22 | Boxing-v0 | -70.0 | -1.0 | -11.515358361774744
23 | Boxing-v0 | -70.0 | 0.0 | -11.933098591549296
24 | Boxing-v0 | -70.0 | 0.0 | -12.624561403508771
