1 | Assault-v0 | 0.0 | 630.0 | 51.858333333333334
2 | Assault-v0 | 0.0 | 630.0 | 92.89719626168224
3 | Assault-v0 | 0.0 | 630.0 | 150.0191693290735
4 | Assault-v0 | 0.0 | 630.0 | 245.0
5 | Assault-v0 | 0.0 | 630.0 | 311.5597269624573
6 | Assault-v0 | 0.0 | 630.0 | 332.6958041958042
7 | Assault-v0 | 0.0 | 630.0 | 372.2142857142857
8 | Assault-v0 | 0.0 | 651.0 | 372.7676767676768
9 | Assault-v0 | 0.0 | 651.0 | 390.901023890785
10 | Assault-v0 | 0.0 | 651.0 | 389.4878048780488
11 | Assault-v0 | 0.0 | 651.0 | 394.46153846153845
12 | Assault-v0 | 0.0 | 651.0 | 401.1985559566787
13 | Assault-v0 | 0.0 | 651.0 | 416.8137931034483
14 | Assault-v0 | 0.0 | 651.0 | 411.23793103448276
15 | Assault-v0 | 0.0 | 651.0 | 422.4878048780488
16 | Assault-v0 | 0.0 | 651.0 | 401.5052631578947
17 | Assault-v0 | 0.0 | 651.0 | 417.6085409252669
18 | Assault-v0 | 0.0 | 651.0 | 430.13286713286715
19 | Assault-v0 | 0.0 | 651.0 | 421.44565217391306
20 | Assault-v0 | 0.0 | 651.0 | 421.7692307692308
21 | Assault-v0 | 0.0 | 651.0 | 424.4366197183099
22 | Assault-v0 | 0.0 | 651.0 | 425.0842105263158
23 | Assault-v0 | 0.0 | 651.0 | 425.8291814946619
24 | Assault-v0 | 0.0 | 651.0 | 434.60869565217394
25 | Assault-v0 | 0.0 | 777.0 | 285.34859154929575
26 | Assault-v0 | 0.0 | 777.0 | 370.3429602888087
27 | Assault-v0 | 0.0 | 777.0 | 382.85820895522386
28 | Assault-v0 | 0.0 | 777.0 | 402.06569343065695
29 | Assault-v0 | 0.0 | 777.0 | 408.1304347826087
30 | Assault-v0 | 0.0 | 777.0 | 423.5
31 | Assault-v0 | 0.0 | 777.0 | 439.52222222222224
32 | Assault-v0 | 0.0 | 777.0 | 438.0
33 | Assault-v0 | 0.0 | 777.0 | 438.06976744186045
34 | Assault-v0 | 0.0 | 777.0 | 434.8421052631579
35 | Assault-v0 | 0.0 | 777.0 | 453.77566539923953
36 | Assault-v0 | 0.0 | 777.0 | 428.89694656488547
37 | Assault-v0 | 0.0 | 777.0 | 452.96603773584906
38 | Assault-v0 | 0.0 | 798.0 | 449.43122676579924
39 | Assault-v0 | 0.0 | 798.0 | 450.92578125
40 | Assault-v0 | 0.0 | 798.0 | 447.1954022988506
41 | Assault-v0 | 0.0 | 798.0 | 436.7368421052632
42 | Assault-v0 | 0.0 | 798.0 | 442.3173431734317
43 | Assault-v0 | 0.0 | 798.0 | 445.7620817843866
44 | Assault-v0 | 0.0 | 777.0 | 441.3206106870229
45 | Assault-v0 | 0.0 | 798.0 | 435.8897338403042
46 | Assault-v0 | 0.0 | 798.0 | 445.2313432835821
47 | Assault-v0 | 0.0 | 798.0 | 435.8876404494382
48 | Assault-v0 | 0.0 | 798.0 | 426.2767527675277
49 | Assault-v0 | 0.0 | 798.0 | 399.07749077490774
50 | Assault-v0 | 0 | 651.0 | 123.88489208633094
51 | Assault-v0 | 0.0 | 777.0 | 287.6920152091255
52 | Assault-v0 | 0.0 | 672.0 | 353.9189189189189
53 | Assault-v0 | 0.0 | 672.0 | 391.1046511627907
54 | Assault-v0 | 0.0 | 672.0 | 367.70428015564204
55 | Assault-v0 | 0.0 | 672.0 | 387.9604743083004
56 | Assault-v0 | 0.0 | 693.0 | 404.0076923076923
57 | Assault-v0 | 0.0 | 714.0 | 411.74708171206225
58 | Assault-v0 | 0.0 | 714.0 | 415.9143968871595
59 | Assault-v0 | 0.0 | 798.0 | 415.3333333333333
60 | Assault-v0 | 0.0 | 798.0 | 445.96062992125985
