tpgGen,envGen,frames,envName,tpgMin,tpgMax,tpgAvg,envFit,championSize,totalTeams,totalRootTeams
828,10,500,Bowling-v0,0.0,3.0,0.200892857143,0.0595238095238,233,751,448
829,10,500,ChopperCommand-v0,0.0,1000.0,287.053571429,0.597301587302,14,750,448
830,10,500,Bowling-v0,0.0,3.0,0.448660714286,0.132936507937,267,751,440
831,10,500,WizardOfWor-v0,0.0,200.0,74.7727272727,0.60404040404,8,751,444
832,10,500,Tennis-v0,-6.0,0.0,-0.504504504505,0.817706595484,4,750,439
833,10,500,DoubleDunk-v0,-6.0,2.0,-0.104783599089,0.989622880283,155,751,442
834,10,500,PrivateEye-v0,-869.0,14596.0,-88.1357466063,0.126303619095,162,751,444
835,10,500,Alien-v0,0.0,140.0,80.9009009009,0.804886519172,6,750,441
836,10,500,Krull-v0,0.0,171.0,8.69387755102,0.0852590959437,92,751,440
837,10,500,Boxing-v0,-38.0,0.0,-10.8613636364,0.970782618428,15,750,448
838,10,500,PrivateEye-v0,-1000.0,14596.0,-78.03125,0.147781741544,162,750,442
839,10,500,Tennis-v0,-6.0,0.0,-0.950226244344,0.755265068991,4,750,439
840,10,500,WizardOfWor-v0,0.0,200.0,79.271070615,0.654011642622,202,750,443
841,10,500,Krull-v0,0.0,306.0,14.0180586907,0.0820937944513,8,751,433
842,10,500,Alien-v0,0.0,140.0,96.2355658199,0.921022450551,6,751,434
843,10,500,Boxing-v0,-38.0,-4.0,-10.6105990783,0.961353042166,28,750,434
844,10,500,ChopperCommand-v0,0.0,600.0,264.055299539,0.762587472265,14,751,439
845,10,500,DoubleDunk-v0,-2.0,2.0,-0.0410022779043,0.868640850418,3,751,431
846,10,500,Bowling-v0,0.0,3.0,0.0417633410673,0.0123743232792,96,751,429
847,11,1000,Boxing-v0,-70.0,-4.0,-12.6107226107,0.947610835581,100,750,416
848,11,1000,TimePilot-v0,0,400.0,318.028846154,0.963942307692,4,750,439
849,11,1000,Zaxxon-v0,0.0,200.0,0.455580865604,0.00202480384713,14,751,436
850,11,1000,Hero-v0,0.0,0.0,0.0,0.0,3,751,436
851,11,1000,Bowling-v0,0.0,9.0,0.227064220183,0.0224260958206,233,750,435
852,11,1000,Alien-v0,0.0,140.0,88.5747126437,0.860823103188,4,750,427
853,11,1000,DoubleDunk-v0,-14.0,0.0,-0.426229508197,0.891055563521,3,750,435
854,11,1000,RoadRunner-v0,0.0,1700.0,585.517241379,0.586603737731,34,750,427
855,11,1000,ChopperCommand-v0,0.0,800.0,297.892271663,0.69802237835,8,750,438
856,11,1000,Bowling-v0,0.0,9.0,0.287671232877,0.0284119736175,3,751,450
857,11,1000,ChopperCommand-v0,0.0,1100.0,311.111111111,0.585409652076,14,750,437
858,11,1000,Alien-v0,0.0,140.0,83.6842105263,0.82309292901,4,750,443
859,11,1000,Boxing-v0,-68.0,-8.0,-14.0203160271,0.896826909679,6,751,432
860,11,1000,TimePilot-v0,100.0,400.0,321.990740741,0.93667123914,3,751,441
861,11,1000,Hero-v0,0.0,0.0,0.0,0.0,3,750,431
862,11,1000,Zaxxon-v0,0.0,0.0,0.0,0.0,3,751,426
863,11,1000,RoadRunner-v0,0.0,2200.0,721.830985915,0.630116788888,121,750,427
864,11,1000,DoubleDunk-v0,-2.0,0.0,-0.0655737704918,0.859744990893,3,751,414
865,11,1000,Zaxxon-v0,0.0,0.0,0.0,0.0,3,750,430
866,11,1000,Bowling-v0,0.0,9.0,0.104651162791,0.0103359173127,3,751,421
867,11,1000,ChopperCommand-v0,0.0,1100.0,332.304038005,0.606767305968,90,751,431
868,11,1000,TimePilot-v0,100.0,700.0,332.250580046,0.745667554639,93,751,444
869,11,1000,Boxing-v0,-70.0,-4.0,-13.8220720721,0.93903637338,114,750,440
870,11,1000,Alien-v0,0.0,140.0,83.8409090909,0.851659451659,4,750,441
871,11,1000,Hero-v0,0.0,2820.0,6.39455782313,0.00201562106324,279,750,438
872,11,1000,RoadRunner-v0,0.0,1000.0,693.150684932,0.71598173516,371,750,442
873,11,1000,DoubleDunk-v0,-18.0,0.0,-0.262443438914,0.889832349527,3,751,434
874,11,1000,Bowling-v0,0.0,9.0,0.0829493087558,0.00819252432156,3,751,447
875,11,1000,Zaxxon-v0,0.0,300.0,0.671140939597,0.00198856574696,132,750,429
876,11,1000,DoubleDunk-v0,-2.0,0.0,-0.0652680652681,0.859880859881,6,750,445
877,11,1000,Boxing-v0,-59.0,1.0,-12.8606741573,0.956719655986,236,751,433
878,11,1000,RoadRunner-v0,0.0,1500.0,714.780600462,0.75287086933,91,750,436
879,11,1000,ChopperCommand-v0,0.0,800.0,427.752293578,0.801796636086,249,751,434
880,11,1000,Hero-v0,0.0,0.0,0.0,0.0,6,750,428
881,11,1000,TimePilot-v0,100.0,400.0,358.644859813,0.913118726203,4,750,421
882,11,1000,Alien-v0,0.0,140.0,89.3111638955,0.838603691675,6,751,413
883,11,1000,Zaxxon-v0,0.0,0.0,0.0,0.0,4,751,427
884,11,1000,Hero-v0,0.0,0.0,0.0,0.0,4,750,427
885,11,1000,RoadRunner-v0,0.0,1600.0,617.56440281,0.63968579235,266,750,421
886,11,1000,DoubleDunk-v0,-12.0,0.0,-0.118764845606,0.891234861148,4,750,425
887,11,1000,Alien-v0,0.0,140.0,93.6941176471,0.916889422436,6,750,426
888,11,1000,Boxing-v0,-73.0,-4.0,-15.0563380282,0.909488358344,155,751,435
889,11,1000,TimePilot-v0,100.0,400.0,369.425287356,0.888207747978,6,750,430
890,11,1000,Bowling-v0,0.0,9.0,0.0627906976744,0.0062015503876,5,750,426
891,11,1000,ChopperCommand-v0,0.0,1100.0,559.154929577,0.825704764245,11,751,438
892,12,1000,ChopperCommand-v0,0.0,1100.0,607.99086758,0.875722773606,11,750,435
893,12,1000,UpNDown-v0,20.0,830.0,328.505747126,0.747685294679,6,750,437
894,12,1000,TimePilot-v0,100.0,500.0,383.295194508,0.969743198576,5,751,435
895,12,1000,Boxing-v0,-59.0,-4.0,-9.88735632184,0.943184488564,38,751,444
896,12,1000,Atlantis-v0,1500.0,4100.0,1525.0,0.0116803193726,6,751,431
897,12,1000,Alien-v0,0.0,140.0,94.4547563805,0.921045293601,6,751,434
898,12,1000,RoadRunner-v0,0.0,1600.0,708.755760369,0.72516641065,82,750,427
899,12,1000,DoubleDunk-v0,-4.0,0.0,-0.056206088993,0.886807181889,3,751,423
900,12,1000,WizardOfWor-v0,0.0,200.0,33.0969267139,0.161807197268,15,750,428
901,12,1000,ChopperCommand-v0,0.0,1100.0,508.411214953,0.760364906499,11,750,433
902,12,1000,Boxing-v0,-59.0,-7.0,-10.5080831409,0.901016257385,6,751,443
903,12,1000,UpNDown-v0,20.0,2330.0,340.0,0.331712198187,108,751,442
904,12,1000,DoubleDunk-v0,-2.0,0.0,-0.113122171946,0.838612368024,3,751,443
905,12,1000,RoadRunner-v0,0.0,1600.0,754.176072235,0.774376097316,82,750,440
906,12,1000,TimePilot-v0,100.0,500.0,382.727272727,0.968181818182,5,750,446
907,12,1000,Atlantis-v0,1500.0,5700.0,1519.7309417,0.00621407839003,6,751,444
908,12,1000,WizardOfWor-v0,0.0,200.0,20.4954954955,0.112112112112,15,751,434
909,12,1000,Alien-v0,0.0,140.0,88.2258064516,0.868114987931,6,750,442
910,12,1000,ChopperCommand-v0,0.0,900.0,537.78280543,0.826992905424,11,750,437
911,12,1000,DoubleDunk-v0,-2.0,0.0,-0.109839816934,0.840071192474,3,750,436
912,12,1000,UpNDown-v0,20.0,7840.0,394.839449541,0.113605472535,6,751,442
913,12,1000,TimePilot-v0,100.0,500.0,375.791855204,0.939416792358,5,750,443
914,12,1000,Boxing-v0,-69.0,-7.0,-10.460496614,0.90440863086,38,750,442
915,12,1000,WizardOfWor-v0,0.0,200.0,21.9457013575,0.126696832579,6,750,455
916,12,1000,RoadRunner-v0,0.0,1600.0,775.384615385,0.792612942613,82,751,456
917,12,1000,Atlantis-v0,1500.0,3800.0,1510.0877193,0.00647807293912,6,750,446
918,12,1000,Alien-v0,0.0,140.0,92.802690583,0.903572191208,6,750,437
919,12,1000,Atlantis-v0,1500.0,5900.0,1514.41647597,0.00405343217908,6,751,445
920,12,1000,RoadRunner-v0,0.0,1600.0,743.146067416,0.762843320849,82,751,444
921,12,1000,UpNDown-v0,20.0,580.0,332.004504505,0.920947733448,142,750,442
922,12,1000,ChopperCommand-v0,0.0,1100.0,523.303167421,0.777482766788,11,751,459
923,12,1000,WizardOfWor-v0,0.0,200.0,27.8867102397,0.141370128298,188,750,454
924,12,1000,DoubleDunk-v0,-2.0,0.0,-0.0881057268722,0.849730788057,3,751,457
925,12,1000,Alien-v0,0.0,140.0,91.9912472648,0.901154626694,6,751,460
926,12,1000,Boxing-v0,-71.0,0.0,-12.3608695652,0.943968060934,34,751,459
927,12,1000,TimePilot-v0,100.0,500.0,379.302832244,0.954732510288,5,751,456
928,12,1000,WizardOfWor-v0,0.0,200.0,58.7719298246,0.29044834308,188,750,452
929,12,1000,Boxing-v0,-70.0,1.0,-12.2942477876,0.941550085757,236,751,456
930,12,1000,Alien-v0,0.0,140.0,94.1666666667,0.925050722043,6,750,461
931,12,1000,ChopperCommand-v0,0.0,1100.0,578.091106291,0.842134617721,11,750,452
932,12,1000,UpNDown-v0,20.0,830.0,333.185840708,0.758070880686,6,751,453
933,12,1000,TimePilot-v0,0.0,400.0,379.249448124,0.882511650724,5,750,440
934,12,1000,RoadRunner-v0,0.0,1600.0,760.227272727,0.780066287879,82,750,461
935,12,1000,Atlantis-v0,1500.0,4700.0,1521.04121475,0.0079951494336,182,750,456
936,12,1000,DoubleDunk-v0,-8.0,0.0,-0.0964912280702,0.891325536062,3,750,452
937,13,1000,ChopperCommand-v0,0.0,1100.0,590.486725664,0.853701943002,11,751,442
938,13,1000,BankHeist-v0,0.0,10.0,0.0226244343891,0.00201106083459,100,750,451
939,13,1000,TimePilot-v0,0.0,500.0,387.139689579,0.98278393693,5,751,456
940,13,1000,Alien-v0,0.0,140.0,92.5877192982,0.917651271035,6,750,459
941,13,1000,Kangaroo-v0,0.0,0.0,0.0,0.0,3,751,455
942,13,1000,DoubleDunk-v0,-2.0,0.0,-0.0307692307692,0.875213675214,3,751,455
943,13,1000,RoadRunner-v0,0.0,1600.0,785.274725275,0.809325396825,82,751,451
944,13,1000,Boxing-v0,-71.0,1.0,-10.2838137472,0.953046727437,236,751,467
945,13,1000,PrivateEye-v0,-1000.0,0.0,-239.331905782,0.947568711872,3,750,462
946,13,1000,RoadRunner-v0,0.0,1100.0,769.480519481,0.832774816246,107,751,462
947,13,1000,Kangaroo-v0,0.0,200.0,1.2987012987,0.00577200577201,130,750,449
948,13,1000,PrivateEye-v0,-1000.0,100.0,-253.643652561,0.928456033099,26,750,434
949,13,1000,Alien-v0,0.0,140.0,91.5437788018,0.898586162576,266,750,452
950,13,1000,BankHeist-v0,0.0,40.0,0.176991150442,0.00639134709931,6,750,444
951,13,1000,TimePilot-v0,0.0,500.0,383.333333333,0.977137137137,5,750,454
952,13,1000,DoubleDunk-v0,-4.0,0.0,-0.0528634361233,0.886930983847,3,751,452
953,13,1000,Boxing-v0,-70.0,1.0,-9.1592920354,0.971273316913,236,750,438
954,13,1000,ChopperCommand-v0,0.0,1100.0,618.493150685,0.882398077915,11,750,453
955,13,1000,RoadRunner-v0,0.0,1000.0,784.768211921,0.811420161884,266,751,451
956,13,1000,PrivateEye-v0,-1000.0,100.0,-229.791574279,0.957338431686,11,750,449
957,13,1000,DoubleDunk-v0,-2.0,0.0,-0.0178173719376,0.880970056917,3,751,449
958,13,1000,Alien-v0,0.0,140.0,93.0289532294,0.9136150377,6,750,453
959,13,1000,ChopperCommand-v0,0.0,1100.0,587.858719647,0.849125410233,11,750,454
960,13,1000,TimePilot-v0,0.0,500.0,393.612334802,0.985452765541,5,751,464
961,13,1000,BankHeist-v0,0.0,10.0,0.0215517241379,0.00191570881226,23,751,460
962,13,1000,Boxing-v0,-71.0,1.0,-9.76956521739,0.962345679012,236,751,462
963,13,1000,Kangaroo-v0,0.0,200.0,0.865800865801,0.003848003848,8,751,458
964,13,1000,ChopperCommand-v0,0.0,1100.0,597.816593886,0.85642450708,23,751,460
965,13,1000,Kangaroo-v0,0.0,200.0,3.91304347826,0.0173913043478,16,750,456
966,13,1000,Boxing-v0,-71.0,1.0,-10.1951754386,0.964452777176,236,751,448
967,13,1000,PrivateEye-v0,-1000.0,4000.0,-252.303571429,0.352646419365,7,751,452
968,13,1000,BankHeist-v0,0.0,60.0,0.287610619469,0.00808478094614,20,751,460
969,13,1000,DoubleDunk-v0,-10.0,0.0,-0.126086956522,0.889429951691,4,751,460
970,13,1000,Alien-v0,0.0,140.0,89.9347826087,0.870945479641,266,751,461
971,13,1000,TimePilot-v0,0.0,500.0,381.127982646,0.967249939745,5,750,451
972,13,1000,RoadRunner-v0,0.0,1600.0,729.046563193,0.7487681695,82,751,449
973,13,1000,ChopperCommand-v0,0.0,1100.0,587.305122494,0.842652072456,85,750,462
974,13,1000,Kangaroo-v0,0.0,200.0,0.865800865801,0.003848003848,8,751,457
975,13,1000,Boxing-v0,-70.0,0.0,-10.9146608315,0.953186759751,125,750,454
976,13,1000,PrivateEye-v0,-1000.0,0.0,-230.18061674,0.956741435144,3,750,454
977,13,1000,BankHeist-v0,0.0,0.0,0.0,0.0,3,750,449
978,13,1000,TimePilot-v0,0.0,500.0,384.409799555,0.976391982183,5,750,462
979,13,1000,Alien-v0,0.0,140.0,91.6883116883,0.908482296237,6,751,455
980,13,1000,RoadRunner-v0,0.0,1600.0,834.945054945,0.854807692308,82,750,443
981,13,1000,DoubleDunk-v0,-22.0,0.0,-0.257336343115,0.890696416245,4,750,447
982,14,1000,FishingDerby-v0,-46.0,-41.0,-45.8993288591,0.0306239125031,3,750,435
983,14,1000,TimePilot-v0,0.0,500.0,385.977011494,0.979453384419,5,750,433
984,14,1000,Boxing-v0,-70.0,-4.0,-10.2517321016,0.934947251694,6,750,426
985,14,1000,DoubleDunk-v0,-14.0,0.0,-0.075117370892,0.88854822054,3,750,429
986,14,1000,PrivateEye-v0,-1000.0,0.0,-237.482517483,0.950984437192,3,751,438
987,14,1000,Atlantis-v0,1500.0,8500.0,1544.52054795,0.00745835015894,291,751,422
988,14,1000,BattleZone-v0,0.0,8000.0,4281.99052133,0.546669299631,6,750,433
989,14,1000,ChopperCommand-v0,0.0,1100.0,622.632794457,0.892943713855,11,751,445
990,14,1000,Alien-v0,0.0,140.0,93.9775280899,0.932507834595,6,751,436
991,14,1000,PrivateEye-v0,-1000.0,100.0,-241.252293578,0.942527931525,16,750,441
992,14,1000,Boxing-v0,-89.0,0.0,-10.6507936508,0.949865688349,125,751,441
993,14,1000,ChopperCommand-v0,0.0,1100.0,635.600907029,0.904680696888,11,751,443
994,14,1000,TimePilot-v0,0.0,500.0,387.133182844,0.975570604465,5,751,439
995,14,1000,DoubleDunk-v0,-2.0,0.0,-0.0318906605923,0.874715261959,3,750,443
996,14,1000,BattleZone-v0,0.0,8000.0,5171.55756208,0.619576122398,6,751,445
