tpgGen,envGen,frames,envName,tpgMin,tpgMax,tpgAvg,envFit,championSize,totalTeams,totalRootTeams
307,7,500,ChopperCommand-v0,0.0,700.0,186.848072562,0.550223415141,144,750,441
308,7,500,Alien-v0,0.0,140.0,120.929705215,0.82113934009,6,750,437
309,7,500,Asteroids-v0,0.0,580.0,145.377574371,0.497732984687,139,751,439
310,7,500,PrivateEye-v0,-869.0,0.0,-65.2437357631,0.836356184663,6,751,451
311,7,500,Boxing-v0,-40.0,3.0,-7.23503325942,0.952278393427,228,751,446
312,7,500,Skiing-v0,-2609.0,-955.0,-2491.20852018,0.176774708014,62,750,454
313,7,500,TimePilot-v0,100.0,500.0,193.392070485,0.515907978463,57,751,458
314,7,500,Gravitar-v0,0.0,250.0,1.31004366812,0.00558951965066,19,750,462
315,7,500,DoubleDunk-v0,-6.0,2.0,-0.272727272727,0.980519480519,77,750,466
316,8,500,Boxing-v0,-38.0,-4.0,-6.35193133047,0.900294208401,228,750,461
317,8,500,MsPacman-v0,60.0,450.0,78.9587852495,0.0647263529515,81,750,462
318,8,500,Alien-v0,0.0,140.0,121.493506494,0.814323997997,6,750,457
319,8,500,WizardOfWor-v0,0.0,200.0,50.3282275711,0.431801604668,139,751,461
320,8,500,Asteroids-v0,0.0,630.0,145.184381779,0.464450297227,207,750,449
321,8,500,BankHeist-v0,0.0,10.0,0.178173719376,0.0158376639446,56,750,448
322,8,500,TimePilot-v0,100.0,200.0,156.25,0.5,57,751,466
323,8,500,PrivateEye-v0,-869.0,100.0,-103.272532189,0.852033157479,65,750,449
