tpgGen,envGen,frames,envName,tpgMin,tpgMax,tpgAvg,envFit,championSize
354,8,500,PrivateEye-v0,-1000.0,14604.0,-236.433333333,0.118351084426,14
355,8,500,FishingDerby-v0,-24.0,-6.0,-18.5574468085,0.614493768788,55
356,8,500,Venture-v0,0.0,0.0,0.0,0.0,3
357,8,500,Skiing-v0,-2583.0,-960.0,-2489.32,0.140346520802,9
358,8,500,DoubleDunk-v0,-2.0,2.0,-0.110599078341,0.835637480799,10
359,8,500,UpNDown-v0,20.0,3240.0,177.111111111,0.113639267651,84
360,8,500,Boxing-v0,-44.0,5.0,-18.7300884956,0.782582806164,10
361,9,500,FishingDerby-v0,-24.0,-6.0,-18.6727272727,0.60860456416,55
362,9,500,Jamesbond-v0,0.0,50.0,1.85185185185,0.0329218106996,14
363,9,500,DoubleDunk-v0,-6.0,2.0,-0.312796208531,0.969984202212,10
364,9,500,Asteroids-v0,20.0,630.0,90.6341463415,0.257365906097,66
365,9,500,Frostbite-v0,0.0,80.0,49.0243902439,0.54783197832,9
366,9,500,Boxing-v0,-40.0,5.0,-17.6067961165,0.73615512672,10
367,9,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
368,9,500,Skiing-v0,-2576.0,-960.0,-2487.01877934,0.133373985321,9
369,9,500,Alien-v0,0.0,340.0,104.009009009,0.601321044228,13
370,9,500,FishingDerby-v0,-24.0,-6.0,-18.7727272727,0.606459658312,55
371,9,500,Frostbite-v0,0.0,120.0,57.6995305164,0.713093375065,112
372,9,500,DoubleDunk-v0,-4.0,2.0,-0.139534883721,0.96330749354,10
373,9,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
374,9,500,Alien-v0,0.0,340.0,97.4770642202,0.559827024892,13
375,9,500,Boxing-v0,-43.0,5.0,-19.747706422,0.719726894326,10
376,9,500,Skiing-v0,-2589.0,-960.0,-2485.09459459,0.15518050156,9
377,9,500,Jamesbond-v0,0.0,50.0,1.33928571429,0.0238095238095,55
378,9,500,Asteroids-v0,0.0,460.0,91.0,0.418193274904,66
379,9,500,Alien-v0,0.0,340.0,74.4700460829,0.427853873997,13
380,9,500,Frostbite-v0,0.0,180.0,45.3953488372,0.468969917376,11
381,9,500,Gravitar-v0,0.0,0.0,0.0,0.0,9
382,9,500,DoubleDunk-v0,-2.0,2.0,-0.0925925925926,0.843621399177,10
383,9,500,Skiing-v0,-2576.0,-960.0,-2487.71818182,0.132573442988,9
384,9,500,Jamesbond-v0,0.0,100.0,2.75229357798,0.0407747196738,17
385,9,500,FishingDerby-v0,-24.0,-4.0,-18.668202765,0.556579621096,11
386,9,500,Asteroids-v0,0.0,630.0,95.1869158879,0.332042697468,66
387,9,500,Boxing-v0,-42.0,5.0,-16.6839622642,0.793189287582,10
388,9,500,Frostbite-v0,0.0,180.0,42.8440366972,0.4417261298,11
389,9,500,Skiing-v0,-2571.0,-960.0,-2487.01941748,0.125835483769,9
390,9,500,Alien-v0,0.0,140.0,104.210526316,0.701580791806,9
391,9,500,Boxing-v0,-41.0,5.0,-18.511627907,0.734838782159,10
392,9,500,FishingDerby-v0,-24.0,-4.0,-18.7655502392,0.558979266348,11
393,9,500,Asteroids-v0,0.0,630.0,112.289719626,0.38174669891,66
394,9,500,DoubleDunk-v0,-2.0,2.0,-0.199095022624,0.796380090498,10
395,9,500,Jamesbond-v0,0.0,100.0,3.15315315315,0.0520520520521,17
396,9,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
397,9,500,Boxing-v0,-53.0,-1.0,-16.2818181818,0.889235550774,10
398,9,500,Jamesbond-v0,0.0,50.0,1.12612612613,0.02002002002,17
399,9,500,FishingDerby-v0,-24.0,-4.0,-18.5183486239,0.575433231397,11
400,9,500,DoubleDunk-v0,-6.0,2.0,-0.295964125561,0.978574987544,3
401,9,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
402,9,500,Skiing-v0,-2569.0,-960.0,-2489.75784753,0.119252412118,9
403,9,500,Asteroids-v0,0.0,630.0,100.134529148,0.351723364797,66
404,9,500,Alien-v0,0.0,340.0,83.6283185841,0.484306580519,13
405,9,500,Frostbite-v0,0.0,120.0,53.8636363636,0.659090909091,11
406,10,500,DoubleDunk-v0,-2.0,2.0,-0.124444444444,0.82962962963,3
407,10,500,FishingDerby-v0,-24.0,-4.0,-18.6331877729,0.570849102377,11
408,10,500,RoadRunner-v0,0.0,1500.0,81.7777777778,0.10752702332,110
409,10,500,Frostbite-v0,0.0,180.0,51.5525114155,0.528252250221,11
410,10,500,Zaxxon-v0,0.0,0.0,0.0,0.0,3
411,10,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
412,10,500,Alien-v0,0.0,340.0,102.64573991,0.589493864898,13
413,10,500,Boxing-v0,-44.0,5.0,-20.9298245614,0.722148747314,10
414,10,500,Asteroids-v0,20.0,630.0,99.1341991342,0.288390359877,125
415,10,500,Gravitar-v0,0.0,0.0,0.0,0.0,9
416,10,500,Asteroids-v0,40.0,630.0,114.292035398,0.27294567475,66
417,10,500,FishingDerby-v0,-24.0,-4.0,-18.6986899563,0.565473071325,11
418,10,500,Alien-v0,0.0,340.0,114.867256637,0.65774565943,13
419,10,500,DoubleDunk-v0,-8.0,2.0,-0.560344827586,0.956168582375,10
420,10,500,Zaxxon-v0,0.0,400.0,1.78571428571,0.00396825396825,15
421,10,500,Boxing-v0,-42.0,6.0,-17.7081545064,0.756464261114,28
422,10,500,RoadRunner-v0,0.0,1500.0,67.1232876712,0.0881943739782,39
423,10,500,Frostbite-v0,0.0,160.0,41.9383259912,0.458149779736,122
424,10,500,Asteroids-v0,0.0,630.0,106.415929204,0.368768476836,66
425,10,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
426,10,500,Boxing-v0,-39.0,6.0,-13.0192307692,0.824699799515,28
427,10,500,Zaxxon-v0,0.0,0.0,0.0,0.0,3
428,10,500,DoubleDunk-v0,-2.0,2.0,-0.12380952381,0.825396825397,10
429,10,500,Alien-v0,0.0,140.0,75.145631068,0.5321533144,11
430,10,500,RoadRunner-v0,0.0,1200.0,94.2583732057,0.151042589639,38
431,10,500,Frostbite-v0,0.0,160.0,53.2038834951,0.578276699029,122
432,10,500,FishingDerby-v0,-24.0,-18.0,-18.712195122,0.857573020175,3
433,10,500,DoubleDunk-v0,-2.0,2.0,-0.0679611650485,0.854368932039,10
434,10,500,RoadRunner-v0,0.0,1500.0,101.913875598,0.138800874239,39
435,10,500,Alien-v0,0.0,340.0,92.0975609756,0.533408351385,13
436,10,500,Gravitar-v0,0.0,0.0,0.0,0.0,3
437,10,500,Asteroids-v0,0.0,630.0,128.632075472,0.423944902132,66
438,10,500,Boxing-v0,-45.0,6.0,-19.871559633,0.75007612927,28
439,10,500,FishingDerby-v0,-24.0,-18.0,-18.7877358491,0.842301420918,3
440,10,500,Zaxxon-v0,0.0,0.0,0.0,0.0,3
441,10,500,Frostbite-v0,0.0,160.0,60.4672897196,0.663940809969,122
442,10,500,Alien-v0,0.0,340.0,108.271028037,0.620120945574,13
443,10,500,Boxing-v0,-44.0,6.0,-19.966507177,0.726374481659,28
444,10,500,FishingDerby-v0,-24.0,-4.0,-18.3605769231,0.590448717949,11
445,10,500,Gravitar-v0,0.0,250.0,1.16279069767,0.00413436692506,14
446,10,500,Zaxxon-v0,0.0,0.0,0.0,0.0,3
447,10,500,Frostbite-v0,0.0,160.0,53.2211538462,0.585970886752,122
448,10,500,Asteroids-v0,20.0,630.0,109.708737864,0.321714679824,66
449,10,500,DoubleDunk-v0,-2.0,2.0,-0.085308056872,0.846761453397,10
450,10,500,RoadRunner-v0,0.0,1600.0,86.6666666667,0.105357142857,154
451,11,1000,Skiing-v0,-9013.0,-9013.0,-9013.0,0.0,15
452,11,1000,KungFuMaster-v0,0.0,200.0,1.94174757282,0.0129449838188,97
453,11,1000,FishingDerby-v0,-46.0,-34.0,-45.7655502392,0.030303030303,11
454,11,1000,Boxing-v0,-73.0,-1.0,-29.9383886256,0.843007040743,6
455,11,1000,Alien-v0,0.0,160.0,84.3396226415,0.625589622642,9
456,11,1000,Frostbite-v0,0.0,160.0,64.2788461538,0.514322916667,31
457,11,1000,Asteroids-v0,60.0,530.0,195.490196078,0.543752977274,14
458,11,1000,TimePilot-v0,100.0,800.0,325.961538462,0.601953601954,66
459,11,1000,DoubleDunk-v0,-2.0,0.0,-0.106280193237,0.84165324745,3
460,11,1000,TimePilot-v0,100.0,800.0,357.352941176,0.676804054955,31
461,11,1000,Asteroids-v0,60.0,610.0,220.0,0.531054187282,153
462,11,1000,Skiing-v0,-9013.0,-4962.0,-8914.19211823,0.0221005119911,29
463,11,1000,Alien-v0,0.0,230.0,77.9342723005,0.559538424977,18
464,11,1000,Frostbite-v0,0.0,160.0,51.2037037037,0.494791666667,32
465,11,1000,Boxing-v0,-70.0,-1.0,-36.9859813084,0.71367416507,18
466,11,1000,DoubleDunk-v0,-2.0,0.0,-0.0648148148148,0.860082304527,3
467,11,1000,KungFuMaster-v0,0.0,100.0,0.460829493088,0.00409626216078,83
468,11,1000,FishingDerby-v0,-46.0,-28.0,-45.0721153846,0.0775034293553,77
469,11,1000,Boxing-v0,-59.0,-4.0,-36.1596244131,0.592814702725,81
470,11,1000,Skiing-v0,-9013.0,-4947.0,-8822.69668246,0.0426330027575,81
471,11,1000,Frostbite-v0,0.0,180.0,62.6066350711,0.502772739389,22
472,11,1000,Alien-v0,0.0,150.0,75.5238095238,0.568625514403,95
473,11,1000,FishingDerby-v0,-46.0,-34.0,-45.7799043062,0.0320160671038,84
474,11,1000,DoubleDunk-v0,-4.0,0.0,-0.106796116505,0.884573894283,3
475,11,1000,KungFuMaster-v0,0.0,600.0,2.79069767442,0.00413436692506,20
476,11,1000,TimePilot-v0,100.0,800.0,363.507109005,0.718057839249,82
477,11,1000,Asteroids-v0,40.0,480.0,192.877358491,0.631464733094,102
478,11,1000,Asteroids-v0,60.0,780.0,205.517241379,0.424121713394,102
479,11,1000,Frostbite-v0,0.0,160.0,53.5436893204,0.509135652643,76
480,11,1000,TimePilot-v0,100.0,3800.0,380.097087379,0.182991703328,30
481,11,1000,KungFuMaster-v0,0.0,100.0,0.487804878049,0.00433604336043,20
482,11,1000,DoubleDunk-v0,-2.0,0.0,-0.0390243902439,0.871544715447,3
483,11,1000,FishingDerby-v0,-46.0,-40.0,-45.8591549296,0.0338491856489,10
484,11,1000,Skiing-v0,-9033.0,-4902.0,-8556.81516588,0.11474182035,156
485,11,1000,Alien-v0,0.0,140.0,71.9626168224,0.502596053998,3
486,11,1000,Boxing-v0,-69.0,3.0,-33.7089201878,0.750022540363,6
487,11,1000,FishingDerby-v0,-46.0,-40.0,-45.9220183486,0.0181220976328,34
488,11,1000,Frostbite-v0,0.0,160.0,65.3333333333,0.610052910053,11
489,11,1000,TimePilot-v0,100.0,800.0,363.849765258,0.725793916941,156
490,11,1000,Alien-v0,0.0,200.0,95.8018867925,0.70928721174,5
491,11,1000,Asteroids-v0,40.0,530.0,181.913875598,0.560436341317,10
492,11,1000,Skiing-v0,-9013.0,-4971.0,-8993.28292683,0.00433604336043,13
493,11,1000,DoubleDunk-v0,-2.0,0.0,-0.029702970297,0.875687568757,95
494,11,1000,KungFuMaster-v0,0.0,0.0,0.0,0.0,11
495,11,1000,Boxing-v0,-75.0,-4.0,-29.6616915423,0.883988442368,37
496,12,1000,BattleZone-v0,0.0,8000.0,1678.04878049,0.371002710027,12
497,12,1000,Frostbite-v0,0.0,180.0,67.4528301887,0.660817351244,11
498,12,1000,DoubleDunk-v0,-2.0,0.0,-0.0568720379147,0.863612427593,3
499,12,1000,WizardOfWor-v0,0.0,200.0,48.8038277512,0.284954811271,3
500,12,1000,TimePilot-v0,100.0,800.0,361.352657005,0.708359350181,156
501,12,1000,Bowling-v0,0.0,9.0,0.167441860465,0.0165374677003,3
502,12,1000,Alien-v0,0.0,200.0,112.369668246,0.830816219063,15
503,12,1000,Boxing-v0,-70.0,2.0,-26.4549763033,0.892132961468,6
504,12,1000,Asteroids-v0,20.0,630.0,177.12962963,0.508750800429,29
505,12,1000,TimePilot-v0,100.0,800.0,389.622641509,0.776793736362,156
506,12,1000,BattleZone-v0,0.0,8000.0,2502.3923445,0.574561403509,14
507,12,1000,Bowling-v0,0.0,9.0,0.259615384615,0.025641025641,3
508,12,1000,Asteroids-v0,40.0,630.0,169.523809524,0.444209761532,16
509,12,1000,WizardOfWor-v0,0.0,200.0,37.0192307692,0.222222222222,6
510,12,1000,DoubleDunk-v0,-10.0,0.0,-0.331658291457,0.878704634283,3
511,12,1000,Alien-v0,0.0,230.0,122.952380952,0.859475300307,35
512,12,1000,Boxing-v0,-65.0,2.0,-26.141509434,0.873434386315,6
513,12,1000,Frostbite-v0,0.0,160.0,54.976076555,0.586888623073,21
514,12,1000,WizardOfWor-v0,0.0,200.0,27.397260274,0.178589548453,122
515,12,1000,Asteroids-v0,40.0,630.0,173.23943662,0.458479948605,16
516,12,1000,BattleZone-v0,0.0,10000.0,2028.84615385,0.379145299145,34
517,12,1000,TimePilot-v0,100.0,800.0,351.707317073,0.674298987888,156
518,12,1000,Bowling-v0,0.0,9.0,0.439024390244,0.0433604336043,3
519,12,1000,Frostbite-v0,0.0,180.0,53.9622641509,0.49486243756,154
520,12,1000,Boxing-v0,-75.0,2.0,-28.6386138614,0.882428131496,6
521,12,1000,Alien-v0,0.0,140.0,115.048543689,0.786033507254,35
522,12,1000,DoubleDunk-v0,-2.0,0.0,-0.0191387559809,0.88038277512,3
523,12,1000,Frostbite-v0,0.0,180.0,68.3732057416,0.66447450463,11
524,12,1000,Boxing-v0,-73.0,2.0,-27.3925233645,0.883815853236,6
525,12,1000,WizardOfWor-v0,0.0,200.0,28.8461538462,0.17094017094,3
526,12,1000,DoubleDunk-v0,-2.0,0.0,-0.0663507109005,0.859399684044,3
527,12,1000,TimePilot-v0,100.0,800.0,366.19047619,0.719144800777,156
528,12,1000,BattleZone-v0,0.0,9000.0,1971.29186603,0.41501434094,80
529,12,1000,Asteroids-v0,60.0,630.0,160.490196078,0.365227175648,16
530,12,1000,Alien-v0,0.0,230.0,117.047619048,0.821260039407,35
531,12,1000,Bowling-v0,0.0,9.0,0.214285714286,0.021164021164,3
532,12,1000,TimePilot-v0,100.0,800.0,378.571428571,0.740395205701,156
533,12,1000,Boxing-v0,-69.0,2.0,-31.5613207547,0.794527224765,6
534,12,1000,Alien-v0,0.0,230.0,118.920187793,0.831947365774,35
535,12,1000,WizardOfWor-v0,0.0,300.0,37.3786407767,0.208558072636,34
536,12,1000,BattleZone-v0,0.0,9000.0,2037.38317757,0.41126623335,101
537,12,1000,DoubleDunk-v0,-12.0,0.0,-0.167441860465,0.885213896067,3
538,12,1000,Asteroids-v0,20.0,680.0,172.105263158,0.473557770933,127
539,12,1000,Bowling-v0,0.0,9.0,0.295774647887,0.0292123109025,3
540,12,1000,Frostbite-v0,0.0,190.0,59.5215311005,0.577378980062,101
541,13,1000,Alien-v0,0.0,230.0,128.862559242,0.895689801915,35
542,13,1000,FishingDerby-v0,-46.0,-18.0,-45.4716981132,0.0349548624481,11
543,13,1000,Asteroids-v0,40.0,680.0,191.563981043,0.472567798841,127
544,13,1000,Boxing-v0,-72.0,2.0,-27.8341232227,0.862513852395,6
545,13,1000,PrivateEye-v0,-1000.0,4200.0,-470.425120773,0.211864466868,90
546,13,1000,TimePilot-v0,100.0,800.0,352.857142857,0.684591296836,156
547,13,1000,MsPacman-v0,60.0,210.0,68.6448598131,0.0823906772816,14
548,13,1000,DoubleDunk-v0,-2.0,0.0,-0.0772946859903,0.854535695115,3
549,13,1000,Frostbite-v0,0.0,200.0,61.3106796117,0.537842502697,15
550,13,1000,FishingDerby-v0,-46.0,-36.0,-45.8058252427,0.0312405609493,67
551,13,1000,Alien-v0,0.0,230.0,111.596244131,0.782910443125,35
552,13,1000,Boxing-v0,-69.0,2.0,-27.1952380952,0.86806409663,6
553,13,1000,MsPacman-v0,60.0,280.0,69.0566037736,0.0671899093854,25
554,13,1000,DoubleDunk-v0,-2.0,2.0,-0.0765550239234,0.850611376927,83
555,13,1000,PrivateEye-v0,-1000.0,0.0,-582.975961538,0.427563820513,3
556,13,1000,Asteroids-v0,40.0,680.0,168.820754717,0.434246838968,127
557,13,1000,TimePilot-v0,100.0,800.0,349.056603774,0.688657853078,156
558,13,1000,Frostbite-v0,0.0,190.0,57.1689497717,0.529247495893,101
559,13,1000,DoubleDunk-v0,-2.0,0.0,-0.126126126126,0.832832832833,83
560,13,1000,Asteroids-v0,20.0,680.0,182.155963303,0.50523210045,32
561,13,1000,PrivateEye-v0,-1000.0,4000.0,-549.0,0.197087998695,14
562,13,1000,Boxing-v0,-70.0,0.0,-22.5560747664,0.914092440715,14
563,13,1000,Frostbite-v0,0.0,250.0,53.3023255814,0.413370542636,15
564,13,1000,FishingDerby-v0,-46.0,-30.0,-45.5656108597,0.0430492709904,67
565,13,1000,MsPacman-v0,60.0,220.0,76.5277777778,0.130304783951,92
566,13,1000,TimePilot-v0,100.0,800.0,346.606334842,0.671694318753,156
567,13,1000,Alien-v0,0.0,230.0,98.0888888889,0.701888025391,35
568,13,1000,Frostbite-v0,0.0,250.0,69.5475113122,0.528197888386,9
569,13,1000,Alien-v0,0.0,230.0,112.409090909,0.788214851731,35
570,13,1000,Asteroids-v0,20.0,680.0,179.318181818,0.49717375778,90
571,13,1000,Boxing-v0,-83.0,2.0,-30.5159817352,0.873016946415,6
572,13,1000,DoubleDunk-v0,-12.0,2.0,-0.296296296296,0.973544973545,83
573,13,1000,MsPacman-v0,60.0,210.0,78.4792626728,0.180945553849,92
574,13,1000,FishingDerby-v0,-46.0,-18.0,-45.6298076923,0.0220979417408,11
575,13,1000,TimePilot-v0,100.0,800.0,346.818181818,0.676561533704,156
576,13,1000,PrivateEye-v0,-1000.0,4000.0,-561.377777778,0.197594934993,138
577,13,1000,FishingDerby-v0,-48.0,-18.0,-45.8009049774,0.17849282163,11
578,13,1000,TimePilot-v0,100.0,800.0,384.976525822,0.769314298489,156
579,13,1000,DoubleDunk-v0,-6.0,2.0,-0.138888888889,0.987139917695,83
580,13,1000,MsPacman-v0,60.0,210.0,71.2785388128,0.116696544337,62
581,13,1000,Alien-v0,0.0,140.0,108.947368421,0.813288632838,17
582,13,1000,Asteroids-v0,40.0,930.0,183.726415094,0.351789963627,98
583,13,1000,Boxing-v0,-70.0,2.0,-35.8605769231,0.721669898175,6
584,13,1000,Frostbite-v0,0.0,220.0,50.3286384977,0.411317614903,22
585,13,1000,PrivateEye-v0,-1000.0,4000.0,-723.889400922,0.122341875678,6
586,14,1000,Frostbite-v0,0.0,220.0,61.488372093,0.507433745489,9
587,14,1000,TimePilot-v0,100.0,800.0,356.730769231,0.683237397523,156
588,14,1000,Tennis-v0,-12.0,0.0,-5.92376681614,0.516913026629,95
589,14,1000,Asteroids-v0,20.0,680.0,175.806451613,0.493229083649,32
590,14,1000,DoubleDunk-v0,-2.0,2.0,-0.240740740741,0.777777777778,83
591,14,1000,Skiing-v0,-9013.0,-2466.0,-8658.92376682,0.0820622927644,11
592,14,1000,KungFuMaster-v0,0.0,0.0,0.0,0.0,95
593,14,1000,Boxing-v0,-69.0,-4.0,-27.6018099548,0.839934194282,153
594,14,1000,Alien-v0,0.0,230.0,86.103286385,0.645857924273,35
595,14,1000,DoubleDunk-v0,-2.0,2.0,-0.121495327103,0.830737279335,83
596,14,1000,Tennis-v0,-12.0,0.0,-4.70909090909,0.568013468013,3
597,14,1000,TimePilot-v0,100.0,800.0,352.803738318,0.699429927734,156
598,14,1000,Boxing-v0,-65.0,-1.0,-24.9366515837,0.849681058321,123
599,14,1000,KungFuMaster-v0,0.0,400.0,2.72727272727,0.00808080808081,82
600,14,1000,Asteroids-v0,40.0,880.0,201.775700935,0.406434917338,72
601,14,1000,Frostbite-v0,0.0,250.0,49.014084507,0.378351173709,9
602,14,1000,Alien-v0,0.0,140.0,95.8571428571,0.685800669474,35
603,14,1000,Skiing-v0,-12876.0,-2466.0,-8748.99038462,0.757810508418,11
604,14,1000,Tennis-v0,-12.0,0.0,-4.9756097561,0.555736224029,15
605,14,1000,Alien-v0,0.0,230.0,110.784313725,0.783687724197,35
606,14,1000,Asteroids-v0,20.0,880.0,223.725490196,0.486834430906,72
607,14,1000,KungFuMaster-v0,0.0,400.0,2.42718446602,0.00701186623517,82
608,14,1000,Skiing-v0,-9013.0,-2466.0,-8717.11057692,0.0644158154334,11
609,14,1000,TimePilot-v0,100.0,800.0,337.931034483,0.658154887571,156
610,14,1000,Frostbite-v0,0.0,250.0,52.0975609756,0.409572249322,9
611,14,1000,DoubleDunk-v0,-2.0,0.0,-0.146341463415,0.823848238482,95
612,14,1000,Boxing-v0,-76.0,2.0,-37.5476190476,0.754708159836,6
613,14,1000,Boxing-v0,-59.0,2.0,-24.3431372549,0.815108736319,6
614,14,1000,KungFuMaster-v0,0.0,400.0,2.42718446602,0.00701186623517,82
615,14,1000,Frostbite-v0,0.0,200.0,59.7549019608,0.524379084967,18
616,14,1000,TimePilot-v0,100.0,800.0,361.734693878,0.702577629691,156
617,14,1000,Tennis-v0,-12.0,0.0,-6.46666666667,0.47287116176,95
618,14,1000,DoubleDunk-v0,-2.0,0.0,-0.247524752475,0.778877887789,95
619,14,1000,Alien-v0,0.0,230.0,110.206185567,0.789594146599,35
620,14,1000,Asteroids-v0,20.0,530.0,170.666666667,0.589655304611,84
621,14,1000,Skiing-v0,-9013.0,-2466.0,-8740.97959184,0.0584217760781,11
622,14,1000,DoubleDunk-v0,-2.0,0.0,-0.142857142857,0.825396825397,95
623,14,1000,Asteroids-v0,20.0,530.0,180.495049505,0.603809400548,72
624,14,1000,Boxing-v0,-72.0,2.0,-25.087804878,0.871994473049,6
625,14,1000,Skiing-v0,-11746.0,-2466.0,-8774.93779904,0.642060930389,11
626,14,1000,TimePilot-v0,100.0,800.0,330.769230769,0.634571777429,156
627,14,1000,Frostbite-v0,0.0,250.0,56.4593301435,0.403285061138,9
628,14,1000,KungFuMaster-v0,0.0,400.0,2.72727272727,0.00808080808081,82
629,14,1000,Alien-v0,0.0,290.0,91.5023474178,0.571746504925,14
630,14,1000,Tennis-v0,-12.0,0.0,-4.44600938967,0.618153364632,95
631,15,1000,FishingDerby-v0,-46.0,-18.0,-45.1549295775,0.0510150852203,27
632,15,1000,TimePilot-v0,100.0,800.0,322.429906542,0.595757306038,156
633,15,1000,Alien-v0,0.0,290.0,82.9166666667,0.523299227355,14
634,15,1000,Asteroids-v0,40.0,630.0,204.619047619,0.546583798063,126
635,15,1000,Gravitar-v0,0.0,250.0,1.65876777251,0.00791995787256,172
636,15,1000,Tennis-v0,-12.0,0.0,-4.43720930233,0.650473729543,95
637,15,1000,DoubleDunk-v0,-2.0,0.0,-0.175115207373,0.811059907834,95
638,15,1000,Boxing-v0,-84.0,2.0,-30.9620853081,0.885462189972,6
639,15,1000,MsPacman-v0,60.0,530.0,92.8037383178,0.131567875589,89
640,15,1000,DoubleDunk-v0,-2.0,0.0,-0.0717948717949,0.85698005698,95
641,15,1000,Boxing-v0,-74.0,2.0,-26.9801980198,0.871338934447,6
642,15,1000,MsPacman-v0,60.0,530.0,92.3039215686,0.127963342673,89
643,15,1000,TimePilot-v0,100.0,800.0,356.632653061,0.67869869036,156
644,15,1000,Asteroids-v0,40.0,880.0,175.048543689,0.355901440044,72
645,15,1000,FishingDerby-v0,-46.0,-18.0,-45.475,0.0316439909297,27
646,15,1000,Tennis-v0,-12.0,0.0,-3.17258883249,0.687535250987,95
647,15,1000,Gravitar-v0,0.0,100.0,0.502512562814,0.00446677833613,9
648,15,1000,Alien-v0,0.0,190.0,101.818181818,0.771867645367,103
649,15,1000,MsPacman-v0,60.0,1640.0,104.974358974,0.0615753465617,11
650,15,1000,Tennis-v0,-12.0,0.0,-2.96464646465,0.710874173837,95
651,15,1000,TimePilot-v0,100.0,800.0,361.57635468,0.699976542341,156
652,15,1000,Gravitar-v0,0.0,0.0,0.0,0.0,3
653,15,1000,DoubleDunk-v0,-4.0,0.0,-0.282926829268,0.884552845528,3
654,15,1000,FishingDerby-v0,-46.0,-18.0,-45.4926108374,0.0280039766317,27
655,15,1000,Boxing-v0,-67.0,2.0,-32.6534653465,0.751916065373,6
656,15,1000,Asteroids-v0,60.0,930.0,189.473684211,0.331994665557,98
657,15,1000,Alien-v0,0.0,160.0,106.985645933,0.838383838384,14
658,15,1000,MsPacman-v0,60.0,1640.0,79.9530516432,0.0246827210003,98
659,15,1000,DoubleDunk-v0,-12.0,0.0,-0.159624413146,0.88703413899,3
660,15,1000,Gravitar-v0,0.0,250.0,1.15740740741,0.00411522633745,6
661,15,1000,Boxing-v0,-65.0,-1.0,-29.6651162791,0.788055151809,13
662,15,1000,FishingDerby-v0,-46.0,-18.0,-45.6221198157,0.0184331797235,27
663,15,1000,Tennis-v0,-12.0,0.0,-4.21296296296,0.643347050754,3
664,15,1000,TimePilot-v0,100.0,800.0,337.209302326,0.652554975479,156
665,15,1000,Asteroids-v0,60.0,930.0,202.293577982,0.358937126045,206
666,15,1000,Alien-v0,0.0,290.0,99.2056074766,0.637222907506,14
667,15,1000,MsPacman-v0,60.0,210.0,77.488372093,0.178898650589,11
668,15,1000,Asteroids-v0,40.0,930.0,205.159817352,0.403307368534,18
669,15,1000,FishingDerby-v0,-46.0,-18.0,-45.803652968,0.00997111173236,27
670,15,1000,Alien-v0,0.0,290.0,111.619047619,0.701971072482,14
671,15,1000,Tennis-v0,-12.0,0.0,-5.75799086758,0.496363943853,3
672,15,1000,Boxing-v0,-70.0,2.0,-34.9863013699,0.722845456652,6
673,15,1000,DoubleDunk-v0,-4.0,0.0,-0.126696832579,0.88486676722,95
674,15,1000,TimePilot-v0,100.0,800.0,354.205607477,0.685612562782,156
675,15,1000,Gravitar-v0,0.0,0.0,0.0,0.0,3
