tpgGen,hoursElapsed,envs,fitMin,fitMax,fitAvg,champSize,champUid,totalTeams,totalRootTeams
36,28.542563812798925,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.03971756398940865,0.001114212429753255,115,1193,857,430
37,29.202989145583576,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.03971756398940865,0.0011653468147888994,115,1193,857,433
38,29.854231696128846,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.040767386091127095,0.0013590932081158588,115,1193,849,426
39,30.486392421589958,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.03971756398940865,0.001368385313010012,115,1193,846,428
40,31.10753884534041,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.03971756398940865,0.0015053227945692324,115,1193,848,419
41,31.70954088224305,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.03971756398940865,0.0015064557875486087,75,8477,861,426
42,32.35898730840948,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05,0.0017792597811486796,75,8477,859,435
43,32.964375658432644,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05,0.0017450068774370138,115,1193,849,427
44,33.593971150981055,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05,0.0020607135730462767,75,8477,842,424
45,34.174135012030604,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05714285714285714,0.0026639234455641744,75,8477,839,421
46,34.66014344612757,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05714285714285714,0.0034708680760319305,75,8477,846,420
47,35.14965427034431,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05714285714285714,0.003432041495510089,115,1193,849,423
48,35.656599460840226,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05714285714285714,0.0038762496961237034,75,8477,848,427
49,36.14572989669111,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05172413793103448,0.004617397722563632,115,1193,850,419
50,36.643612608975836,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05172413793103448,0.005435376822498787,80,185138,864,431
51,37.27247769362397,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.05714285714285714,0.005845021595517475,115,1193,858,428
52,37.79113974081145,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0720008584305029,0.006315227484150825,115,1193,860,426
53,38.305672079722086,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0720008584305029,0.006552253752022711,115,1193,862,430
54,38.822746223873565,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0833035267186494,0.007785654446844113,115,1193,858,423
55,39.31181784629822,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0833035267186494,0.007825026556502959,115,1193,862,429
56,39.828245994448665,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.07663280635238572,0.007727596996371357,115,1193,856,424
57,40.307944122420416,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0833035267186494,0.009289793945807824,115,1193,861,421
58,40.81695581217607,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0833035267186494,0.008962117515496177,80,185138,876,431
59,41.305933254957196,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.0833035267186494,0.010081607349537655,95,12547,870,431
60,41.8175737771723,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.09285714285714286,0.010513929246438609,95,12547,858,423
61,42.309616767234274,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.09285714285714286,0.011890967258190653,95,12547,861,421
62,42.80504591299428,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.10679611650485436,0.012959602545670506,95,12547,856,422
63,43.29187896827857,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.10679611650485436,0.014410305000526076,95,12547,859,419
64,43.78922707557678,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.10679611650485436,0.013098509211644172,95,12547,862,423
65,44.30528879357709,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.10679611650485436,0.01469247166101372,78,13046,870,427
66,44.80536577006181,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.10679611650485436,0.01555210576567006,95,12547,870,426
67,45.30842413491673,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.016310208984341133,95,12547,873,425
68,45.80593452360895,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.1,0.016319998685022367,59,14038,872,437
69,46.324323752390015,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.017508349651411056,59,14038,862,424
70,46.83085677193271,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.017597052822823478,59,14038,856,425
71,47.296007072461975,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.018970631423387927,59,14038,853,421
72,47.797012133863234,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.019350683638900912,59,14038,849,420
73,48.30271894454956,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.019579283880837916,59,14038,855,418
74,48.80999693830808,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.02048476019294783,59,14038,866,423
75,49.33572057671017,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.02014572290316051,146,15866,861,429
76,49.81426932844851,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.02144454276980096,146,15866,855,424
77,50.32058128780789,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.021986975907728853,146,15866,859,424
78,50.85009339365694,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.12068965517241378,0.020965256771701475,146,15866,860,429
79,51.374519581662284,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.1550376504677243,0.021475435571000945,146,15866,868,424
80,51.90906277298927,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.1550376504677243,0.022409827069344888,146,15866,865,434
81,52.44507168087694,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.02262275185588956,146,15866,843,423
82,52.935941994256446,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15514342942985906,0.023823300584600957,171,16926,853,418
83,53.45622417681747,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15514342942985906,0.022608401214568183,171,16926,852,428
84,53.99713623841603,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.02548622665163146,171,16926,843,419
85,54.502307112018265,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.0227842154381993,171,16926,856,421
86,55.027810186677506,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15518875516371894,0.023395726301483864,171,16926,869,429
87,55.56335096928808,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15514342942985906,0.024049529842951688,171,16926,859,429
88,56.08067393660545,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.02647024405126506,79,18844,863,420
89,56.59896346098847,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15514342942985906,0.026065433839686725,79,18844,868,437
90,57.141744917035105,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15500742304183732,0.025465718440550966,79,18844,850,425
91,57.67047678702407,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.026289871054922746,79,18844,843,416
92,58.17718477368355,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.02683289719720368,79,18844,852,424
93,58.69369195746051,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.02639646502046908,79,18844,855,425
94,59.23243922147486,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.027279092543384263,79,18844,856,428
95,59.74925842139456,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.028195024262491666,79,18844,850,419
96,60.26191971156332,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.028821786027104994,103,20437,857,424
97,60.80387137916353,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.027391868147271806,103,20437,861,427
98,61.34071251690388,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15514342942985906,0.029757439066243917,103,20437,859,429
99,61.89591871301333,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.028055130399008633,103,20437,855,427
100,62.425603733062744,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.028437648411031188,103,20437,846,423
101,63.0727314091391,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.030019533774746848,103,20437,833,421
102,63.5785541525152,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15488649170825955,0.02968343352407692,103,20437,837,410
103,64.12169765796926,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.1550376504677243,0.028302023500026967,103,20437,857,426
104,64.70984646803802,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15,0.026736674465949493,103,20437,853,428
105,65.24161243710253,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.15496207784773897,0.031142825501564587,103,20437,854,423
106,65.74049347738425,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.029605113906757134,185,21156,858,424
107,66.25961510413222,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16802017744705208,0.03196266398867495,103,20437,850,432
108,66.79496901075045,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16883789917618258,0.030299306427476906,103,20437,844,420
109,67.33343502276473,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16886760422437053,0.03075445916671585,103,20437,852,426
110,67.88682396431764,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.030660245120865643,103,20437,847,425
111,68.43601461470126,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.028950394060723462,103,20437,842,423
112,68.98292650593652,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.031183795060006788,103,20437,855,422
113,69.5130918963088,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.03043001078639668,103,20437,860,433
114,70.06733791357941,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16802017744705208,0.029432338247675757,103,20437,855,424
115,70.62151166419189,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.033656397375209306,103,20437,847,431
116,71.1562659273545,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.0302332861630463,103,20437,839,422
117,71.67178250239955,Alien-v0/Asteroids-v0/Atlantis-v0/BankHeist-v0/BattleZone-v0/Bowling-v0/Boxing-v0/Centipede-v0,0.0,0.16794575931590905,0.03233272262159849,103,20437,840,421
