tpgGen,hoursElapsed,envName,tpgMin,tpgMax,tpgAvg,eliteSize,eliteUid
0,0.05400280098120371,Alien-v0,0.0,236.66666666666666,62.28333333333333,6,122
0,0.0818545334206687,Asteroids-v0,90.0,2243.3333333333335,215.91666666666674,6,337
0,0.10473556001981099,Atlantis-v0,1500.0,15933.333333333334,1901.166666666667,6,469
0,0.24884295602639517,BankHeist-v0,0.0,23.333333333333332,0.7,6,691
0,0.3409957590368059,BattleZone-v0,0.0,15000.0,1511.666666666667,6,810
0,0.5222739495833715,Bowling-v0,0.0,30.0,0.6,6,1032
0,0.6021281752983729,Boxing-v0,-100.0,-3.3333333333333335,-47.07499999999998,6,1398
0,0.6422914681831996,Centipede-v0,152.33333333333334,14115.333333333334,2364.0866666666657,6,1567
1,0.6810271981027392,Alien-v0,0.0,253.33333333333334,96.81666666666666,6,1729
1,0.6988471911350886,Asteroids-v0,100.0,2243.3333333333335,272.155887230514,6,337
1,0.7182619825336668,Atlantis-v0,1500.0,32800.0,2254.394693200664,6,1950
1,0.7939618335829841,BankHeist-v0,0.0,30.0,1.0166666666666666,10,2027
1,0.8407153924968508,BattleZone-v0,0.0,15000.0,2694.85903814262,6,810
1,0.9480951217148039,Bowling-v0,0.0,30.0,1.5,6,1032
1,1.0025022497442033,Boxing-v0,-100.0,3.3333333333333335,-35.98341625207297,5,2422
1,1.0240941315227086,Centipede-v0,165.0,15295.666666666666,3674.2233333333324,11,2539
2,1.071574833724234,Alien-v0,0.0,253.33333333333334,107.71771771771773,6,1729
2,1.092513174480862,Asteroids-v0,100.0,3200.0,322.21705426356584,6,2806
2,1.1101370655828051,Atlantis-v0,1500.0,32800.0,2324.960505529226,6,1950
2,1.1930367319451438,BankHeist-v0,0.0,30.0,1.8449612403100777,10,2027
2,1.2453188114033804,BattleZone-v0,0.0,16000.0,3751.5432098765427,6,2159
2,1.3434930550389819,Bowling-v0,0.0,30.0,2.7522935779816513,6,1032
2,1.3943781173229217,Boxing-v0,-100.0,3.3333333333333335,-31.897926634768744,5,2422
2,1.4189370869265663,Centipede-v0,165.0,15295.666666666666,5118.80793650794,11,2539
3,1.4654733733998404,Alien-v0,0.0,263.3333333333333,127.83333333333333,6,3681
3,1.485199780729082,Asteroids-v0,100.0,3200.0,414.45454545454527,6,2806
3,1.5024406637748082,Atlantis-v0,1500.0,36433.333333333336,3074.883720930232,6,3938
3,1.5875598496860928,BankHeist-v0,0.0,30.0,2.192982456140351,10,2027
3,1.6265078623427285,BattleZone-v0,0.0,16000.0,4875.57603686636,6,2159
3,1.7250928295983208,Bowling-v0,0.0,30.0,3.456221198156682,6,1032
3,1.7732691194613774,Boxing-v0,-100.0,3.3333333333333335,-27.620120120120106,5,2422
3,1.799782511856821,Centipede-v0,165.0,15295.666666666666,6175.186846038865,11,2539
4,1.8509483213557136,Alien-v0,0.0,263.3333333333333,131.6818181818182,6,3681
4,1.871091624101003,Asteroids-v0,110.0,3696.6666666666665,496.8645357686454,11,4695
4,1.8936222607559627,Atlantis-v0,1500.0,38100.0,4056.4220183486254,10,4813
4,1.971372435953882,BankHeist-v0,0.0,30.0,2.976744186046512,10,2027
4,2.0169353712267344,BattleZone-v0,0.0,16000.0,5620.328849028403,6,2159
4,2.1215609776973725,Bowling-v0,0.0,50.333333333333336,4.582966226138032,20,5249
4,2.1670709899399014,Boxing-v0,-100.0,3.3333333333333335,-27.264264264264252,5,2422
4,2.1971866275204555,Centipede-v0,165.0,15295.666666666666,6859.975077881621,11,2539
5,2.247920414937867,Alien-v0,0.0,333.3333333333333,128.02180685358258,11,5481
5,2.268203284078174,Asteroids-v0,110.0,3696.6666666666665,591.4880952380954,11,4695
5,2.2880910770760643,Atlantis-v0,1500.0,38100.0,4482.503770739065,10,4813
5,2.3549635910987856,BankHeist-v0,0.0,30.0,3.800904977375567,10,2027
5,2.395082358320554,BattleZone-v0,0.0,16000.0,6110.599078341013,6,2159
5,2.494893865055508,Bowling-v0,0.0,50.333333333333336,6.423547400611621,20,5249
5,2.546004467540317,Boxing-v0,-100.0,3.3333333333333335,-25.854938271604958,5,2422
5,2.575546219150225,Centipede-v0,165.0,15295.666666666666,7458.55151515152,11,2539
6,2.6258501450220746,Alien-v0,0.0,333.3333333333333,132.51141552511416,11,5481
6,2.650716724395752,Asteroids-v0,110.0,3696.6666666666665,762.9166666666666,11,4695
6,2.6703525351815753,Atlantis-v0,1500.0,42200.0,5393.883792048926,10,6609
6,2.7407468969954385,BankHeist-v0,0.0,43.333333333333336,5.022421524663678,6,6797
6,2.789214359389411,BattleZone-v0,0.0,16000.0,6839.393939393941,6,2159
6,2.873466675678889,Bowling-v0,0.0,62.666666666666664,9.400921658986176,10,6959
6,2.919824248287413,Boxing-v0,-100.0,3.3333333333333335,-25.283105022831045,5,2422
6,2.943834543890423,Centipede-v0,155.0,15295.666666666666,7944.346153846154,11,2539
7,2.991874415609572,Alien-v0,0.0,333.3333333333333,130.50822122571,11,5481
7,3.015001551243994,Asteroids-v0,90.0,4943.333333333333,928.5514018691586,11,7486
7,3.035702128012975,Atlantis-v0,1500.0,42200.0,6602.647975077878,10,6609
7,3.092490968373087,BankHeist-v0,0.0,116.66666666666667,6.962616822429907,11,7701
7,3.1315222019619413,BattleZone-v0,0.0,16000.0,8249.999999999998,6,2159
7,3.207688173254331,Bowling-v0,0.0,62.666666666666664,14.778801843317972,10,6959
7,3.257017477022277,Boxing-v0,-100.0,7.666666666666667,-24.35849056603773,10,7989
