tpgGen,hoursElapsed,teamId,scoreAlien-v0,scoreAsteroids-v0,scoreAtlantis-v0,scoreBankHeist-v0,scoreBattleZone-v0,scoreBowling-v0,scoreBoxing-v0,scoreCentipede-v0
10,1.9182233528958426,790,-999999,110.0,1500.0,0.0,11000.0,-999999,-21.0,6090.333333333333
10,1.918223388724857,825,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918223421573639,855,-999999,110.0,1500.0,0.0,0.0,-999999,-0.6666666666666666,2348.3333333333335
10,1.918223458396064,876,-999999,523.3333333333334,13633.333333333334,0.0,0.0,-999999,-4.0,715.6666666666666
10,1.9182234960132174,917,-999999,176.66666666666666,5600.0,-999999,0.0,-999999,-41.0,3186.0
10,1.9182235316435496,995,-999999,540.0,7333.333333333333,13.333333333333334,3000.0,-999999,-36.0,2117.6666666666665
10,1.9182235689295664,999,-999999,1546.6666666666667,5833.333333333333,0.0,0.0,-999999,-41.0,1057.3333333333333
10,1.9182236056195365,1090,-999999,523.3333333333334,1500.0,3.3333333333333335,3000.0,-999999,-0.6666666666666666,168.33333333333334
10,1.9182236448261474,1121,-999999,2140.0,2366.6666666666665,0.0,-999999,-999999,-54.0,2217.0
10,1.9182236854897605,1133,-999999,276.6666666666667,4933.333333333333,13.333333333333334,7333.333333333333,-999999,-37.666666666666664,308.3333333333333
10,1.918223724828826,1134,-999999,136.66666666666666,1500.0,13.333333333333334,3000.0,-999999,10.0,6678.666666666667
10,1.918223761320114,1144,-999999,2633.3333333333335,1700.0,0.0,0.0,-999999,-54.0,-999999
10,1.918223796553082,1341,-999999,110.0,5300.0,3.3333333333333335,1000.0,-999999,-39.0,2818.0
10,1.9182238320509593,1351,-999999,260.0,1500.0,3.3333333333333335,-999999,-999999,-54.0,-999999
10,1.9182238669527902,1405,-999999,176.66666666666666,1500.0,0.0,11000.0,-999999,-11.666666666666666,186.66666666666666
10,1.918223903245396,1413,-999999,236.66666666666666,1500.0,0.0,4333.333333333333,-999999,-0.3333333333333333,-999999
10,1.9182239403327306,1467,-999999,110.0,1500.0,0.0,11000.0,-999999,-34.666666666666664,175.0
10,1.9182239758306079,1487,-999999,110.0,2133.3333333333335,6.666666666666667,3666.6666666666665,-999999,-98.33333333333333,168.33333333333334
10,1.9182240130503971,1495,-999999,250.0,1566.6666666666667,0.0,0.0,-999999,-100.0,11051.333333333334
10,1.918224049144321,1498,-999999,1266.6666666666667,1500.0,0.0,4666.666666666667,-999999,-5.333333333333333,1197.3333333333333
10,1.9182240864965652,1534,-999999,630.0,4733.333333333333,10.0,3666.6666666666665,-999999,-36.333333333333336,9841.0
10,1.91822412331899,1536,-999999,430.0,2833.3333333333335,0.0,2666.6666666666665,-999999,-30.666666666666668,-999999
10,1.9182241596778233,1557,-999999,253.33333333333334,1900.0,0.0,666.6666666666666,-999999,-30.0,11740.0
10,1.9182241957717472,1559,-999999,186.66666666666666,1500.0,0.0,11000.0,-999999,-32.666666666666664,7043.333333333333
10,1.9182242319981258,1652,-999999,950.0,17666.666666666668,3.3333333333333335,7000.0,-999999,-39.666666666666664,175.0
10,1.9182242684894137,1666,-999999,176.66666666666666,19333.333333333332,0.0,10333.333333333334,-999999,-26.333333333333332,6856.333333333333
10,1.9182243059741126,1727,-999999,160.0,1500.0,0.0,11000.0,-999999,-26.333333333333332,5349.666666666667
10,1.9182243420680365,1747,-999999,-999999,1500.0,3.3333333333333335,11000.0,-999999,-23.333333333333332,7945.333333333333
10,1.9182243784268698,1752,-999999,196.66666666666666,1500.0,0.0,11666.666666666666,-999999,-29.0,5323.666666666667
10,1.91822441511684,1765,-999999,146.66666666666666,2233.3333333333335,6.666666666666667,9000.0,-999999,-24.333333333333332,2203.0
10,1.9182244524028567,1770,-999999,216.66666666666666,1500.0,0.0,11000.0,-999999,-36.333333333333336,1635.6666666666667
10,1.9182244893577365,1772,-999999,110.0,1500.0,0.0,11000.0,-999999,-22.666666666666668,5694.333333333333
10,1.9182245248556138,1774,-999999,143.33333333333334,1500.0,23.333333333333332,11000.0,-999999,-34.0,4287.333333333333
10,1.918224566380183,1795,-999999,136.66666666666666,1500.0,13.333333333333334,-999999,-999999,-15.666666666666666,-999999
10,1.9182246026065615,1818,-999999,300.0,5600.0,3.3333333333333335,1333.3333333333333,-999999,-42.333333333333336,261.6666666666667
10,1.9182246403561698,1842,-999999,630.0,2433.3333333333335,0.0,11000.0,-999999,-35.0,6410.666666666667
10,1.9182246768474578,1850,-999999,110.0,2966.6666666666665,0.0,11000.0,-999999,-31.333333333333332,5348.666666666667
10,1.9182247152593401,1851,-999999,186.66666666666666,3833.3333333333335,13.333333333333334,5333.333333333333,-999999,-100.0,4456.333333333333
10,1.9182247524791294,1861,-999999,213.33333333333334,-999999,0.0,333.3333333333333,-999999,-999999,8290.666666666666
10,1.9182247938050163,1863,-999999,110.0,1500.0,0.0,5000.0,-999999,-39.0,11447.0
10,1.9182248160574171,1882,-999999,100.0,-999999,0.0,11333.333333333334,-999999,-33.666666666666664,5291.333333333333
10,1.9182248382435905,1886,-999999,110.0,1700.0,0.0,2000.0,-999999,-30.666666666666668,15906.0
10,1.9182248601648542,1904,-999999,110.0,2400.0,0.0,3000.0,-999999,-59.666666666666664,9367.0
10,1.9182248818212084,1927,-999999,1506.6666666666667,3700.0,0.0,1333.3333333333333,-999999,-100.0,6583.0
10,1.9182249036762449,1933,-999999,133.33333333333334,2100.0,0.0,3666.6666666666665,-999999,-46.666666666666664,9486.333333333334
10,1.9182249259948732,1962,-999999,246.66666666666666,2433.3333333333335,0.0,11000.0,-999999,-36.666666666666664,6328.333333333333
10,1.9182249487770928,1964,-999999,170.0,1500.0,0.0,-999999,-999999,-34.0,-999999
10,1.9182249697049458,1985,-999999,363.3333333333333,4200.0,13.333333333333334,3000.0,-999999,-38.333333333333336,4457.0
10,1.9182249918911192,2044,-999999,373.3333333333333,2400.0,0.0,666.6666666666666,-999999,-0.3333333333333333,194.33333333333334
10,1.918225015004476,2051,-999999,290.0,1500.0,0.0,2000.0,-999999,-3.6666666666666665,2162.6666666666665
10,1.9182250370581946,2059,-999999,-999999,-999999,0.0,11000.0,-999999,-27.666666666666668,5135.666666666667
10,1.9182250583834117,2075,-999999,120.0,1500.0,0.0,-999999,-999999,-25.0,-999999
10,1.9182250793774922,2076,-999999,130.0,1500.0,0.0,2666.6666666666665,-999999,-2.3333333333333335,180.0
10,1.9182251011663014,2089,-999999,356.6666666666667,1500.0,0.0,12000.0,-999999,-27.0,2792.6666666666665
10,1.918225123087565,2094,-999999,596.6666666666666,2633.3333333333335,13.333333333333334,2666.6666666666665,-999999,-15.666666666666666,390.0
10,1.9182251459360122,2116,-999999,-999999,3533.3333333333335,16.666666666666668,1000.0,-999999,-18.0,160.0
10,1.918225167658594,2133,-999999,-999999,19400.0,0.0,15000.0,-999999,-54.0,5597.333333333333
10,1.9182251890500386,2140,-999999,110.0,1500.0,0.0,0.0,-999999,3.6666666666666665,4431.666666666667
10,1.9182252107063928,2141,-999999,1046.6666666666667,1500.0,6.666666666666667,1333.3333333333333,-999999,-24.0,1828.6666666666667
10,1.9182252329587937,2156,-999999,110.0,1500.0,0.0,17000.0,-999999,-41.0,185.0
10,1.9182252542177836,2178,-999999,340.0,9466.666666666666,0.0,0.0,-999999,-10.0,177.0
10,1.9182252762052747,2185,-999999,110.0,21433.333333333332,-999999,0.0,-999999,-81.0,185.0
10,1.9182252974642648,2194,-999999,200.0,13533.333333333334,-999999,666.6666666666666,-999999,-30.0,2941.0
10,1.9182253193193013,2202,-999999,110.0,1733.3333333333333,0.0,11000.0,-999999,-34.333333333333336,4939.0
10,1.918225341770384,2209,-999999,1336.6666666666667,2866.6666666666665,0.0,666.6666666666666,-999999,-10.666666666666666,1931.6666666666667
10,1.918225364420149,2264,-999999,-999999,2100.0,-999999,9333.333333333334,-999999,-1.6666666666666667,186.66666666666666
10,1.918225386208958,2270,-999999,120.0,4533.333333333333,-999999,11666.666666666666,-999999,-39.666666666666664,-999999
10,1.9182254078653123,2293,-999999,356.6666666666667,19266.666666666668,0.0,0.0,-999999,-9.666666666666666,182.33333333333334
10,1.9182254301839405,2324,-999999,-999999,3000.0,-999999,7000.0,-999999,-28.0,200.0
10,1.9182254509131114,2326,-999999,116.66666666666667,1500.0,-999999,2000.0,-999999,1.6666666666666667,6186.0
10,1.9182254753510157,2342,-999999,110.0,2233.3333333333335,-999999,11000.0,-999999,-24.333333333333332,5290.333333333333
10,1.918225497537189,2349,-999999,110.0,2033.3333333333333,-999999,2000.0,-999999,-9.666666666666666,183.33333333333334
10,1.9182255194584528,2360,-999999,250.0,1500.0,0.0,10000.0,-999999,-2.3333333333333335,4606.333333333333
10,1.9182255413797167,2362,-999999,120.0,6500.0,0.0,0.0,-999999,3.0,165.0
10,1.9182255626387066,2372,-999999,183.33333333333334,3000.0,-999999,3666.6666666666665,-999999,-16.666666666666668,2201.0
10,1.9182255846924252,2380,-999999,183.33333333333334,11266.666666666666,0.0,4333.333333333333,-999999,-37.0,7262.0
10,1.918225606944826,2407,-999999,283.3333333333333,1500.0,23.333333333333332,0.0,-999999,-2.6666666666666665,3150.0
10,1.9182256293296813,2429,-999999,156.66666666666666,11666.666666666666,0.0,1000.0,-999999,-34.0,7145.0
10,1.9182256514496274,2433,-999999,110.0,5933.333333333333,10.0,0.0,-999999,-100.0,158.66666666666666
10,1.9182256733046639,2440,-999999,253.33333333333334,14100.0,0.0,0.0,-999999,-33.0,327.3333333333333
10,1.9182256950272454,2451,-999999,1506.6666666666667,3233.3333333333335,6.666666666666667,1333.3333333333333,-999999,-77.33333333333333,1749.6666666666667
10,1.9182257180081475,2454,-999999,110.0,1500.0,0.0,1666.6666666666667,-999999,-3.0,-999999
10,1.9182257395320468,2463,-999999,140.0,6700.0,13.333333333333334,0.0,-999999,-3.0,-999999
10,1.9182257609897189,2467,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182257807917065,2475,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918225800593694,2501,-999999,2110.0,1500.0,0.0,0.0,-999999,-23.666666666666668,-999999
10,1.9182258219189114,2553,-999999,2053.3333333333335,1500.0,3.3333333333333335,0.0,-999999,-3.6666666666666665,-999999
10,1.9182258440388573,2558,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182258639070722,2572,-999999,200.0,18800.0,0.0,4333.333333333333,-999999,-49.0,-999999
10,1.9182258884774315,2596,-999999,130.0,1500.0,0.0,0.0,-999999,0.3333333333333333,-999999
10,1.918225911193424,2604,-999999,110.0,1500.0,0.0,4000.0,-999999,-2.3333333333333335,-999999
10,1.9182259327173232,2616,-999999,126.66666666666667,3600.0,0.0,1666.6666666666667,-999999,0.0,-999999
10,1.9182259545723597,2621,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182259742418926,2626,-999999,1420.0,1500.0,0.0,0.0,-999999,-54.0,-999999
10,1.9182259953684277,2637,-999999,146.66666666666666,27433.333333333332,0.0,0.0,-999999,-41.0,-999999
10,1.9182260172234642,2642,-999999,2120.0,9766.666666666666,0.0,0.0,-999999,-25.0,-999999
10,1.9182260385486816,2647,-999999,110.0,2766.6666666666665,-999999,3333.3333333333335,-999999,-37.666666666666664,-999999
10,1.9182260604037178,2656,-999999,110.0,7933.333333333333,6.666666666666667,2666.6666666666665,-999999,-41.0,-999999
10,1.918226082523664,2659,-999999,440.0,14100.0,0.0,0.0,-999999,-8.333333333333334,-999999
10,1.918226103650199,2672,-999999,110.0,1566.6666666666667,-999999,11333.333333333334,-999999,-100.0,-999999
10,1.918226125439008,2676,-999999,400.0,13900.0,13.333333333333334,0.0,-999999,-6.0,-999999
10,1.918226146697998,2678,-999999,1720.0,6100.0,0.0,0.0,-999999,-24.333333333333332,-999999
10,1.9182261680894428,2679,-999999,416.6666666666667,4200.0,-999999,5666.666666666667,-999999,-53.0,-999999
10,1.9182261894146602,2693,-999999,293.3333333333333,1900.0,-999999,1666.6666666666667,-999999,-22.666666666666668,-999999
10,1.9182262112696966,2695,-999999,2900.0,3233.3333333333335,0.0,0.0,-999999,-17.333333333333332,-999999
10,1.918226235575146,2709,-999999,663.3333333333334,3433.3333333333335,16.666666666666668,1000.0,-999999,-30.0,-999999
10,1.9182262574301825,2710,-999999,166.66666666666666,11533.333333333334,0.0,0.0,-999999,-41.0,-999999
10,1.9182262790203095,2712,-999999,120.0,1500.0,0.0,-999999,-999999,2.3333333333333335,-999999
10,1.9182263001468447,2713,-999999,110.0,1633.3333333333333,0.0,-999999,-999999,-2.3333333333333335,-999999
10,1.9182263250483407,2721,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.91822634531392,2725,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182263649834528,2729,-999999,383.3333333333333,34633.333333333336,0.0,-999999,-999999,-93.66666666666667,-999999
10,1.918226386838489,2732,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182264066404766,2733,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182264263762367,2742,-999999,110.0,13700.0,0.0,-999999,-999999,-99.33333333333333,-999999
10,1.9182264475689994,2745,-999999,326.6666666666667,5800.0,6.666666666666667,-999999,-999999,-32.0,-999999
10,1.9182264688279893,2749,-999999,283.3333333333333,3533.3333333333335,16.666666666666668,-999999,-999999,-39.0,-999999
10,1.9182264904843436,2754,-999999,290.0,4866.666666666667,16.666666666666668,-999999,-999999,-40.666666666666664,-999999
10,1.9182265122731528,2755,-999999,350.0,46733.333333333336,0.0,-999999,-999999,-25.0,-999999
10,1.9182265334659152,2756,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182265530692206,2780,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918226572672526,2789,-999999,796.6666666666666,14700.0,0.0,-999999,-999999,-95.0,-999999
10,1.918226593931516,2791,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918226613468594,2793,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918226633005672,2795,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182266522778406,2805,-999999,383.3333333333333,3233.3333333333335,16.666666666666668,-999999,-999999,-23.666666666666668,-999999
10,1.9182266741328768,2810,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918226694199774,2812,-999999,133.33333333333334,11066.666666666666,0.0,-999999,-999999,-24.333333333333332,-999999
10,1.9182267160548103,2818,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182267357243432,2821,-999999,160.0,1500.0,0.0,-999999,-999999,-1.6666666666666667,-999999
10,1.9182267569833331,2848,-999999,2443.3333333333335,1500.0,10.0,-999999,-999999,-38.333333333333336,-999999
10,1.918226778374778,2850,-999999,446.6666666666667,2066.6666666666665,23.333333333333332,-999999,-999999,-36.0,-999999
10,1.9182267999649047,2859,-999999,2276.6666666666665,1500.0,0.0,-999999,-999999,-33.0,-999999
10,1.9182268211576674,2865,-999999,110.0,1500.0,0.0,-999999,-999999,-1.3333333333333333,-999999
10,1.9182268422179751,2867,-999999,2143.3333333333335,1500.0,0.0,-999999,-999999,-33.666666666666664,-999999
10,1.9182268635431925,2870,-999999,126.66666666666667,13433.333333333334,0.0,-999999,-999999,-41.0,-999999
10,1.9182268851333195,2871,-999999,110.0,34833.333333333336,0.0,-999999,-999999,-85.33333333333333,-999999
10,1.9182269065909916,2876,-999999,110.0,2433.3333333333335,3.3333333333333335,-999999,-999999,-43.666666666666664,-999999
10,1.9182269281811184,2879,-999999,1000.0,7300.0,0.0,-999999,-999999,-41.0,-999999
10,1.9182269489765167,2889,-999999,130.0,1500.0,3.3333333333333335,-999999,-999999,1.0,-999999
10,1.9182269699705972,2896,-999999,996.6666666666666,1500.0,0.0,-999999,-999999,1.3333333333333333,-999999
10,1.9182269914944967,2901,-999999,953.3333333333334,2066.6666666666665,6.666666666666667,-999999,-999999,-51.0,-999999
10,1.9182270203696357,2908,-999999,110.0,11600.0,0.0,-999999,-999999,-100.0,-999999
10,1.9182270423571268,2919,-999999,303.3333333333333,1566.6666666666667,10.0,-999999,-999999,-33.333333333333336,-999999
10,1.9182270640797086,2922,-999999,2060.0,1500.0,0.0,-999999,-999999,-39.0,-999999
10,1.918227085073789,2930,-999999,350.0,12366.666666666666,0.0,-999999,-999999,-54.0,-999999
10,1.918227106332779,2934,-999999,110.0,11166.666666666666,0.0,-999999,-999999,-17.666666666666668,-999999
10,1.9182271278566785,2935,-999999,2043.3333333333333,1500.0,0.0,-999999,-999999,-1.0,-999999
10,1.9182271493143506,2942,-999999,160.0,16900.0,0.0,-999999,-999999,-19.0,-999999
10,1.9182271701097489,2951,-999999,110.0,3000.0,0.0,-999999,-999999,0.0,-999999
10,1.9182271936866973,2960,-999999,1143.3333333333333,1500.0,10.0,-999999,-999999,-4.333333333333333,-999999
10,1.9182272154092788,2964,-999999,1386.6666666666667,1500.0,3.3333333333333335,-999999,-999999,-70.33333333333333,-999999
10,1.9182272372643152,2968,-999999,2030.0,1500.0,6.666666666666667,-999999,-999999,-29.333333333333332,-999999
10,1.9182272585895326,2970,-999999,296.6666666666667,12933.333333333334,0.0,-999999,-999999,-4.333333333333333,-999999
10,1.9182272806432512,2972,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182273003790113,2973,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182273202472262,2974,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182273404465782,2975,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182273600498836,2976,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918227380183008,2977,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182273998525408,2978,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182274197207556,2979,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182274391253789,2980,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918227458861139,2981,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182274783319897,2983,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182274978690677,2985,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182275173399184,2987,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182275368769963,2988,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182275566127565,2989,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182275760173797,2990,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182275956206851,2991,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918227615157763,2992,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182276347610685,2993,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182276541656917,2994,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.91822767370277,2995,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182276931073932,2996,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182277128431533,2997,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182277323140038,2998,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182277517848545,2999,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182277713219325,3000,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182277908590104,3003,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182278103298611,3004,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918227829866939,3005,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918227849205335,3006,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918227868742413,3007,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182278881470363,3008,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182279076178868,3009,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182279270225102,3010,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182279465595882,3011,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182279657655292,3012,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182279853026072,3013,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182280045747757,3014,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182280241118537,3015,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182280436489316,3016,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182280660337871,3017,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182280857695473,3018,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182281130552292,3019,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182281344466738,3020,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182281542486614,3021,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182281737195122,3022,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182281933890448,3023,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918228212793668,3024,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182282323969735,3025,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182282518015967,3026,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182282712724474,3027,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182282908095254,3028,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918228310611513,3029,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182283300823635,3030,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918228349685669,3032,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182283692227469,3033,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.918228388759825,3034,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
10,1.9182284081644483,3035,-999999,-999999,-999999,-999999,-999999,-999999,-999999,-999999
