tpgGen,hoursElapsed,env,fitMin,fitMax,fitAvg,champSize,champUid,totalTeams,totalRootTeams
81,6.477453840308719,Boxing-v0,-100.0,23.0,4.42523364485981,25,5301,286,224
82,6.560279772877693,Boxing-v0,-100.0,23.0,3.0104166666666647,25,5301,276,226
83,6.635657425589032,Boxing-v0,-100.0,23.0,5.442477876106196,25,5301,275,216
84,6.719311078919305,Boxing-v0,-67.33333333333333,23.0,5.325617283950617,25,5301,283,225
85,6.8019210735956825,Boxing-v0,-100.0,23.0,4.64444444444445,25,5301,282,224
86,6.884221975737148,Boxing-v0,-100.0,23.0,3.816964285714281,25,5301,272,223
87,6.9595756202273895,Boxing-v0,-100.0,23.0,5.246636771300446,25,5301,282,218
88,7.0425311716397605,Boxing-v0,-100.0,23.0,4.903669724770633,25,5301,285,225
89,7.124112745192316,Boxing-v0,-100.0,23.0,3.8785185185185167,25,5301,282,225
90,7.20731952422195,Boxing-v0,-100.0,23.0,4.475555555555547,25,5301,273,218
91,7.282154061728054,Boxing-v0,-100.0,23.0,5.047400611620782,25,5301,276,222
92,7.364860321945614,Boxing-v0,-52.666666666666664,23.0,5.478978978978978,25,5301,271,216
93,7.439442582196659,Boxing-v0,-100.0,23.0,4.299382716049381,25,5301,269,219
94,7.514043566319677,Boxing-v0,-100.0,23.0,5.87214611872146,25,5301,273,216
95,7.596292181809743,Boxing-v0,-100.0,23.0,2.3179012345679,25,5301,273,220
96,7.6784617816739615,Boxing-v0,-100.0,23.0,3.4030303030303015,25,5301,279,217
97,7.761108997662862,Boxing-v0,-100.0,23.0,4.061443932411673,25,5301,284,222
98,7.842516966991955,Boxing-v0,-100.0,23.0,4.720720720720729,25,5301,277,227
99,7.924570137196117,Boxing-v0,-100.0,23.0,4.515418502202643,25,5301,265,216
100,7.999698333806462,Boxing-v0,-79.66666666666667,23.0,7.050925925925925,25,5301,263,210
101,8.073841061790784,Boxing-v0,-100.0,23.0,4.3190476190476135,25,5301,282,220
102,8.156314432819684,Boxing-v0,-100.0,23.0,1.9727272727272707,25,5301,282,224
103,8.237877969874276,Boxing-v0,-100.0,24.0,3.662202380952386,18,11383,280,223
104,8.320848850276736,Boxing-v0,-100.0,24.0,5.672645739910318,18,11383,272,218
105,8.39500169608328,Boxing-v0,-100.0,24.0,4.0733944954128365,18,11383,273,220
106,8.478236190610462,Boxing-v0,-100.0,24.0,5.7863636363636335,18,11383,273,219
107,8.559519591861301,Boxing-v0,-100.0,24.0,2.5418569254185677,18,11383,265,215
108,8.633347905013297,Boxing-v0,-100.0,24.0,4.069767441860463,18,11383,265,214
109,8.708231698936887,Boxing-v0,-100.0,24.0,4.5202492211837955,18,11383,272,213
110,8.79082459933228,Boxing-v0,-100.0,24.0,3.9514866979655703,18,11383,277,225
111,8.872208296722835,Boxing-v0,-100.0,26.333333333333332,3.8355555555555556,15,12299,266,215
112,8.947156388627159,Boxing-v0,-98.33333333333333,26.333333333333332,7.226356589147289,15,12299,268,212
113,9.021558373106851,Boxing-v0,-100.0,26.333333333333332,4.861635220125788,15,12299,270,218
114,9.10360725376341,Boxing-v0,-100.0,26.333333333333332,2.8837920489296653,15,12299,273,214
115,9.176682310435506,Boxing-v0,-100.0,26.333333333333332,3.0981308411214927,15,12299,276,222
116,9.259701289534569,Boxing-v0,-100.0,26.333333333333332,5.327327327327331,15,12299,269,215
117,9.334340972105663,Boxing-v0,-100.0,26.333333333333332,5.1906976744186055,15,12299,277,213
118,9.416610661082798,Boxing-v0,-100.0,26.333333333333332,4.2660406885759015,15,12299,286,219
119,9.498920167220964,Boxing-v0,-100.0,26.333333333333332,3.3531202435311993,15,12299,290,222
120,9.581172159247927,Boxing-v0,-100.0,26.333333333333332,2.6906906906906913,15,12299,287,222
121,9.656691265304884,Boxing-v0,-100.0,26.333333333333332,4.7867867867867915,15,12299,288,222
122,9.73925203535292,Boxing-v0,-100.0,26.333333333333332,5.195195195195196,15,12299,285,226
123,9.81441235906548,Boxing-v0,-100.0,26.666666666666668,4.193215339233039,10,13600,268,219
124,9.887385979493459,Boxing-v0,-100.0,26.666666666666668,2.652968036529686,10,13600,270,213
125,9.967520329886012,Boxing-v0,-100.0,26.666666666666668,3.8857589984350556,10,13600,271,218
126,10.041559832692146,Boxing-v0,-100.0,26.666666666666668,5.3654434250764576,10,13600,278,218
127,10.123806379901039,Boxing-v0,-100.0,26.666666666666668,4.415902140672793,10,13600,281,214
128,10.197735861473614,Boxing-v0,-100.0,26.666666666666668,5.702492211838006,10,13600,286,225
129,10.287408599654833,Boxing-v0,-100.0,26.666666666666668,4.965925925925925,10,13600,283,219
130,10.361498582628037,Boxing-v0,-100.0,26.666666666666668,3.73211567732116,10,13600,283,221
131,10.443396573728986,Boxing-v0,-100.0,26.666666666666668,5.223227752639525,10,13600,276,219
132,10.517910228636529,Boxing-v0,-100.0,26.666666666666668,4.993911719939116,10,13600,282,213
133,10.598173247509532,Boxing-v0,-100.0,26.666666666666668,2.543035993740225,10,13600,291,224
134,10.679553567171096,Boxing-v0,-100.0,26.666666666666668,2.8392857142857166,10,13600,283,219
135,10.762201375828848,Boxing-v0,-100.0,26.666666666666668,4.462709284627095,10,13600,279,217
136,10.836975863973299,Boxing-v0,-100.0,26.666666666666668,3.8924731182795687,10,13600,286,219
137,10.918455746438768,Boxing-v0,-100.0,26.666666666666668,2.552511415525119,10,13600,284,219
138,10.992093498508135,Boxing-v0,-100.0,26.666666666666668,4.634703196347033,10,13600,280,221
139,11.066135160989232,Boxing-v0,-100.0,26.666666666666668,5.840120663650082,10,13600,275,215
140,11.139555002848308,Boxing-v0,-100.0,26.666666666666668,5.652713178294573,10,13600,289,221
141,11.222492808964518,Boxing-v0,-100.0,26.666666666666668,4.027149321266969,10,13600,286,223
142,11.303308621380065,Boxing-v0,-100.0,26.666666666666668,4.841554559043352,10,13600,288,227
143,11.384789890050888,Boxing-v0,-100.0,26.666666666666668,3.85168869309839,10,13600,278,222
144,11.46605901685026,Boxing-v0,-100.0,26.666666666666668,2.638138138138139,10,13600,271,214
145,11.538849885463714,Boxing-v0,-100.0,26.666666666666668,3.157320872274143,10,13600,280,214
146,11.620783659948243,Boxing-v0,-100.0,26.666666666666668,4.359813084112147,10,13600,289,228
147,11.70326494064596,Boxing-v0,-100.0,26.666666666666668,4.9195906432748595,10,13600,281,218
148,11.776244648694991,Boxing-v0,-100.0,26.666666666666668,3.2996941896024494,10,13600,278,219
149,11.858692026005851,Boxing-v0,-100.0,26.666666666666668,5.561643835616435,10,13600,270,218
150,11.933822853035396,Boxing-v0,-100.0,26.666666666666668,5.819571865443424,10,13600,271,214
151,12.007520065572526,Boxing-v0,-100.0,26.666666666666668,4.03894080996884,10,13600,284,215
152,12.089921548167865,Boxing-v0,-100.0,26.666666666666668,6.677519379844958,10,13600,284,226
153,12.171372839940918,Boxing-v0,-100.0,26.666666666666668,4.3539823008849545,10,13600,281,215
154,12.244687361717224,Boxing-v0,-100.0,26.666666666666668,5.170542635658915,10,13600,287,220
155,12.32589381635189,Boxing-v0,-100.0,26.666666666666668,3.430303030303033,10,13600,273,220
156,12.400858237743378,Boxing-v0,-100.0,26.666666666666668,7.627272727272733,10,13600,273,212
157,12.475960429377025,Boxing-v0,-100.0,26.666666666666668,6.643081761006296,10,13600,279,212
158,12.551751309699483,Boxing-v0,-100.0,26.666666666666668,3.935534591194969,10,13600,283,221
159,12.633086463742785,Boxing-v0,-100.0,26.666666666666668,3.0437405731523386,10,13600,278,214
160,12.706447697811656,Boxing-v0,-100.0,26.666666666666668,4.864485981308413,10,13600,281,216
161,12.787848966055446,Boxing-v0,-100.0,26.666666666666668,3.0293209876543177,10,13600,283,222
162,12.870894599755605,Boxing-v0,-100.0,26.666666666666668,5.415915915915911,10,13600,280,218
163,12.945318829086093,Boxing-v0,-100.0,26.666666666666668,5.129969418960243,10,13600,285,220
164,13.02609760913584,Boxing-v0,-100.0,26.666666666666668,1.2000000000000022,10,13600,283,223
165,13.108434294925795,Boxing-v0,-100.0,26.666666666666668,4.098654708520178,10,13600,281,225
166,13.18915258122815,Boxing-v0,-100.0,26.666666666666668,4.186666666666668,10,13600,278,214
167,13.268539392683241,Boxing-v0,-100.0,26.666666666666668,1.8878504672897178,10,13600,279,222
168,13.349582539200783,Boxing-v0,-100.0,26.666666666666668,5.267267267267259,10,13600,278,216
169,13.42401376704375,Boxing-v0,-100.0,26.666666666666668,4.333333333333336,10,13600,280,223
170,13.504901012778282,Boxing-v0,-100.0,26.666666666666668,2.6995515695067223,10,13600,276,216
171,13.58491175684664,Boxing-v0,-100.0,26.666666666666668,4.287037037037039,10,13600,278,218
172,13.659547403388553,Boxing-v0,-100.0,31.0,6.360856269113149,15,18945,281,217
173,13.740773494508531,Boxing-v0,-100.0,31.0,3.8786482334869463,15,18945,282,220
174,13.821607607801756,Boxing-v0,-100.0,31.0,2.754545454545453,15,18945,296,223
175,13.911211194263565,Boxing-v0,-100.0,31.0,4.418535127055305,15,18945,296,227
176,13.992304028140174,Boxing-v0,-100.0,31.0,3.070484581497797,15,18945,288,225
177,14.064779963956939,Boxing-v0,-100.0,31.0,1.5570370370370374,15,18945,283,221
178,14.136893010934195,Boxing-v0,-100.0,31.0,4.984917043740573,15,18945,278,223
179,14.209610567159123,Boxing-v0,-100.0,31.0,4.433482810164426,15,18945,276,214
180,14.291066498292817,Boxing-v0,-100.0,31.0,4.232087227414331,15,18945,293,219
181,14.37989698668321,Boxing-v0,-100.0,31.0,2.657534246575342,15,18945,297,227
182,14.459803122149573,Boxing-v0,-100.0,31.0,2.417033773861966,15,18945,285,226
183,14.532781590951814,Boxing-v0,-100.0,31.0,5.7890855457227115,15,18945,280,219
184,14.605549922850397,Boxing-v0,-100.0,31.0,5.482496194824961,15,18945,274,216
185,14.679956751796935,Boxing-v0,-100.0,31.0,6.120370370370375,15,18945,272,215
186,14.752513296604157,Boxing-v0,-100.0,31.0,1.2775193798449613,15,18945,270,215
187,14.824603467517429,Boxing-v0,-100.0,34.0,4.32248062015504,9,20650,290,214
188,14.905194566514757,Boxing-v0,-100.0,34.0,2.3956386292834893,9,20650,297,227
189,14.994820367296537,Boxing-v0,-100.0,34.0,4.744493392070493,9,20650,289,222
190,15.074732704295052,Boxing-v0,-100.0,34.0,3.863363363363365,9,20650,282,221
191,15.148632825944158,Boxing-v0,-100.0,34.0,4.85671191553544,9,20650,283,213
192,15.223897668454383,Boxing-v0,-100.0,34.0,8.630672926447573,9,20650,296,224
193,15.306087770528263,Boxing-v0,-100.0,34.0,3.7812500000000036,9,20650,284,219
194,15.388533081610998,Boxing-v0,-100.0,34.0,6.870624048706238,9,20650,288,217
195,15.462900757127338,Boxing-v0,-100.0,34.0,5.599078341013828,9,20650,281,221
196,15.542878404988183,Boxing-v0,-100.0,34.0,3.1975867269984906,9,20650,280,212
197,15.6162632568015,Boxing-v0,-100.0,34.0,4.154088050314466,9,20650,278,219
198,15.689056993259324,Boxing-v0,-100.0,34.0,3.8249619482496193,9,20650,278,215
199,15.77031415687667,Boxing-v0,-100.0,34.0,3.6139534883720925,9,20650,290,215
200,15.850253681672944,Boxing-v0,-100.0,34.0,1.8077519379844968,9,20650,284,229
201,15.923383274343278,Boxing-v0,-100.0,34.0,3.631732168850071,9,20650,271,206
202,15.993585506942537,Boxing-v0,-100.0,34.0,3.2912621359223335,9,20650,280,217
203,16.07402829726537,Boxing-v0,-100.0,34.0,3.692780337941627,9,20650,285,217
204,16.155027167465953,Boxing-v0,-100.0,34.0,5.202764976958528,9,20650,288,220
205,16.237162885930804,Boxing-v0,-100.0,34.0,4.21060606060606,9,20650,288,224
206,16.308296460376845,Boxing-v0,-100.0,34.0,5.08333333333334,9,20650,286,219
207,16.390662816696697,Boxing-v0,-100.0,34.0,5.366818873668189,9,20650,290,224
208,16.46995654364427,Boxing-v0,-100.0,34.0,4.081845238095243,9,20650,276,216
209,16.542044767538705,Boxing-v0,-100.0,34.0,5.3981481481481515,9,20650,268,214
210,16.613704987565676,Boxing-v0,-100.0,34.0,5.278816199376953,9,20650,273,210
211,16.6878653160731,Boxing-v0,-100.0,34.0,4.311111111111113,9,20650,274,218
212,16.766155732671418,Boxing-v0,-100.0,34.0,2.5886850152905208,9,20650,275,214
213,16.837579423189162,Boxing-v0,-100.0,34.0,3.595015576323985,9,20650,286,218
214,16.91729312962956,Boxing-v0,-100.0,34.0,2.7385321100917426,9,20650,289,225
215,16.99846396830347,Boxing-v0,-100.0,34.0,6.703703703703713,9,20650,280,217
216,17.06980188290278,Boxing-v0,-100.0,34.0,3.362519201228875,9,20650,281,218
217,17.15000071724256,Boxing-v0,-100.0,34.0,4.362385321100912,9,20650,284,217
218,17.228021771709123,Boxing-v0,-100.0,34.0,2.04454685099846,9,20650,279,217
219,17.30037256466018,Boxing-v0,-100.0,34.0,4.751152073732714,9,20650,294,216
220,17.38134081310696,Boxing-v0,-100.0,34.0,3.1373456790123413,9,20650,294,224
221,17.46321767429511,Boxing-v0,-100.0,34.0,5.870535714285711,9,20650,284,221
222,17.535291080209944,Boxing-v0,-100.0,34.0,4.060331825037712,9,20650,281,213
223,17.614087387389606,Boxing-v0,-100.0,34.0,1.6651017214397412,9,20650,290,214
224,17.69367242117723,Boxing-v0,-100.0,34.0,2.040498442367603,9,20650,295,225
225,17.774045522875255,Boxing-v0,-100.0,34.0,4.915555555555559,9,20650,282,219
226,17.846616906258795,Boxing-v0,-100.0,34.0,7.308980213089803,9,20650,278,212
227,17.92674007680681,Boxing-v0,-100.0,34.0,5.075471698113206,9,20650,282,218
228,17.99943287319607,Boxing-v0,-100.0,34.0,5.048929663608552,9,20650,283,212
229,18.070822879274687,Boxing-v0,-100.0,34.0,4.742138364779878,9,20650,293,220
230,18.151649881336425,Boxing-v0,-100.0,34.0,2.993939393939391,9,20650,287,216
231,18.224990690747898,Boxing-v0,-100.0,34.0,7.001543209876536,9,20650,293,221
232,18.304687869879935,Boxing-v0,-100.0,34.0,3.9095022624434295,9,20650,286,218
233,18.38297903411918,Boxing-v0,-100.0,34.0,4.038226299694176,9,20650,283,219
234,18.45614457845688,Boxing-v0,-100.0,34.0,7.881278538812782,9,20650,289,210
235,18.53811129126284,Boxing-v0,-100.0,40.0,5.496825396825397,15,25880,294,222
236,18.619317910671235,Boxing-v0,-100.0,40.0,4.677177177177185,15,25880,299,216
237,18.699673378997378,Boxing-v0,-100.0,40.0,3.2438271604938334,15,25880,301,223
238,18.7798257020447,Boxing-v0,-100.0,40.0,3.928251121076236,15,25880,293,215
239,18.853227384024198,Boxing-v0,-100.0,40.0,7.075968992248059,15,25880,295,225
240,18.932272400193746,Boxing-v0,-100.0,40.0,4.985185185185182,15,25880,288,216
241,19.00391473763519,Boxing-v0,-100.0,40.0,2.1759259259259185,15,25880,284,218
242,19.07799459165997,Boxing-v0,-100.0,40.0,4.967889908256875,15,25880,289,215
243,19.15961462352011,Boxing-v0,-100.0,40.0,5.009302325581397,15,25880,287,219
244,19.231609549919764,Boxing-v0,-100.0,40.0,7.957382039573816,15,25880,283,215
245,19.305404840376642,Boxing-v0,-100.0,40.0,4.767441860465119,15,25880,285,214
246,19.37873521208763,Boxing-v0,-100.0,40.0,6.501557632398756,15,25880,292,220
247,19.458200166026753,Boxing-v0,-100.0,40.0,5.684848484848485,15,25880,284,222
248,19.530086755222744,Boxing-v0,-100.0,40.0,7.3573573573573725,15,25880,281,210
249,19.609756230645708,Boxing-v0,-100.0,40.0,5.120634920634924,15,25880,288,218
250,19.691835580799314,Boxing-v0,-100.0,40.0,5.795107033639133,15,25880,289,218
251,19.772154539161257,Boxing-v0,-100.0,40.0,2.7324159021406684,15,25880,284,218
252,19.845488949749203,Boxing-v0,-100.0,40.0,6.516819571865444,15,25880,283,214
253,19.915258568061724,Boxing-v0,-100.0,40.0,2.872274143302177,15,25880,284,214
254,19.9931221257978,Boxing-v0,-100.0,49.333333333333336,3.9844236760124567,15,27950,287,218
255,20.06511018315951,Boxing-v0,-100.0,49.333333333333336,3.868501529051986,15,27950,292,215
256,20.14649615181817,Boxing-v0,-100.0,49.333333333333336,3.2310077519379816,15,27950,298,220
257,20.226715998450914,Boxing-v0,-100.0,49.333333333333336,6.016666666666666,15,27950,296,220
258,20.30613558650017,Boxing-v0,-100.0,49.333333333333336,4.8606060606060595,15,27950,284,224
259,20.378816494411893,Boxing-v0,-100.0,49.333333333333336,9.651785714285719,15,27950,280,208
260,20.449518270492554,Boxing-v0,-100.0,49.333333333333336,4.32371794871795,15,27950,286,218
261,20.529318542546697,Boxing-v0,-100.0,49.333333333333336,6.05810397553517,15,27950,281,209
262,20.60008165717125,Boxing-v0,-100.0,49.333333333333336,3.4162679425837315,15,27950,298,218
263,20.68722360730171,Boxing-v0,-100.0,49.333333333333336,5.180428134556571,15,27950,291,222
264,20.75793770366245,Boxing-v0,-100.0,49.333333333333336,3.806306306306307,15,27950,286,217
265,20.829562804500263,Boxing-v0,-100.0,49.333333333333336,7.6559139784946195,15,27950,283,214
266,20.901644946138063,Boxing-v0,-100.0,49.333333333333336,6.719626168224306,15,27950,278,215
267,20.974450883401765,Boxing-v0,-100.0,49.333333333333336,8.64496124031008,15,27950,274,211
268,21.04596959769726,Boxing-v0,-100.0,49.333333333333336,8.145339652448662,15,27950,272,209
269,21.116873168018127,Boxing-v0,-100.0,49.333333333333336,5.26953748006381,15,27950,277,211
270,21.188597619930903,Boxing-v0,-100.0,49.333333333333336,5.355450236966829,15,27950,287,214
271,21.267571037544144,Boxing-v0,-100.0,49.333333333333336,5.654205607476638,15,27950,296,219
272,21.34725782500373,Boxing-v0,-100.0,49.333333333333336,6.094368340943682,15,27950,292,219
273,21.417807397643724,Boxing-v0,-100.0,49.333333333333336,3.920852359208529,15,27950,288,216
274,21.488392716315058,Boxing-v0,-100.0,49.333333333333336,7.467592592592591,15,27950,288,217
275,21.565669828520882,Boxing-v0,-100.0,49.333333333333336,3.937019969278036,15,27950,277,216
276,21.6362964117527,Boxing-v0,-100.0,49.333333333333336,7.615740740740743,15,27950,279,208
277,21.715723448197046,Boxing-v0,-100.0,49.333333333333336,6.741987179487189,15,27950,285,215
278,21.786300121015973,Boxing-v0,-100.0,49.333333333333336,7.134883720930244,15,27950,287,215
279,21.860182099077438,Boxing-v0,-100.0,49.333333333333336,7.782945736434105,15,27950,287,216
280,21.938118125200273,Boxing-v0,-100.0,49.333333333333336,4.126543209876543,15,27950,281,219
281,22.009409463736745,Boxing-v0,-100.0,49.333333333333336,6.747336377473371,15,27950,281,209
282,22.0802386512359,Boxing-v0,-100.0,49.333333333333336,8.961722488038278,15,27950,294,215
283,22.15904315067662,Boxing-v0,-100.0,49.333333333333336,2.908527131782947,15,27950,296,226
284,22.2362958912717,Boxing-v0,-100.0,49.333333333333336,5.078171091445429,15,27950,285,220
285,22.307320814265147,Boxing-v0,-100.0,49.333333333333336,8.345454545454556,15,27950,285,215
286,22.379943598243926,Boxing-v0,-100.0,49.333333333333336,5.793798449612406,15,27950,289,219
287,22.459222259786394,Boxing-v0,-100.0,49.333333333333336,6.62404870624049,15,27950,279,220
288,22.529414109455214,Boxing-v0,-100.0,49.333333333333336,7.433333333333349,15,27950,285,211
289,22.598438495662478,Boxing-v0,-100.0,49.333333333333336,4.017377567140601,15,27950,293,220
290,22.67676661948363,Boxing-v0,-100.0,49.333333333333336,7.293939393939388,15,27950,295,221
291,22.75440073589484,Boxing-v0,-100.0,49.333333333333336,5.822021116138765,15,27950,290,220
292,22.82306067440245,Boxing-v0,-100.0,49.333333333333336,5.803030303030299,15,27950,284,218
293,22.893074664142397,Boxing-v0,-100.0,49.333333333333336,6.949541284403673,15,27950,287,216
294,22.970228265192773,Boxing-v0,-100.0,49.333333333333336,5.33179012345679,15,27950,305,220
295,23.05546428276433,Boxing-v0,-100.0,49.333333333333336,5.527272727272721,15,27950,311,227
296,23.129692445463604,Boxing-v0,-100.0,49.333333333333336,2.0792951541850195,15,27950,299,222
297,23.19808107720481,Boxing-v0,-100.0,49.333333333333336,6.7522522522522435,15,27950,298,219
298,23.277002011934915,Boxing-v0,-100.0,49.333333333333336,8.147640791476409,15,27950,302,221
299,23.356525073846182,Boxing-v0,-100.0,49.333333333333336,3.217194570135747,15,27950,299,222
