tpgGen,hoursElapsed,env,fitMin,fitMax,fitAvg,champSize,champUid,totalTeams,totalRootTeams
35,3.400198779569732,Boxing-v0,-100.0,20.333333333333332,-5.649168853893266,6,5361,517,409
36,3.501941948334376,Boxing-v0,-100.0,20.333333333333332,-5.367563162184189,6,5361,498,387
37,3.596005107031928,Boxing-v0,-100.0,20.666666666666668,-4.74849267872524,34,7503,508,391
38,3.6939801376395756,Boxing-v0,-100.0,20.666666666666668,-3.914748508098889,34,7503,504,382
39,3.7889574346939723,Boxing-v0,-100.0,20.666666666666668,-3.8568935427574167,34,7503,523,400
40,3.8870898528231517,Boxing-v0,-100.0,25.0,-5.667500000000003,34,8040,519,407
41,3.9877843089898426,Boxing-v0,-100.0,25.0,-4.113022113022114,34,8040,507,395
42,4.0826081739531626,Boxing-v0,-100.0,25.0,-2.5350210970464144,34,8040,497,391
43,4.178046530750063,Boxing-v0,-100.0,25.0,-1.6231884057971049,34,8040,489,387
44,4.270234785411093,Boxing-v0,-100.0,25.0,-2.4074074074074088,34,8040,497,382
45,4.370419925649961,Boxing-v0,-100.0,25.0,-6.150087260034907,34,8040,506,401
46,4.473781563043595,Boxing-v0,-100.0,25.0,-3.12718204488778,34,8040,511,392
47,4.572751423716545,Boxing-v0,-100.0,25.666666666666668,-1.7993197278911555,80,9338,511,396
48,4.673645039200783,Boxing-v0,-100.0,25.666666666666668,-2.090909090909088,80,9338,507,397
49,4.770204606188668,Boxing-v0,-100.0,25.666666666666668,0.02350965575147466,80,9338,502,388
50,4.864865295224719,Boxing-v0,-100.0,28.333333333333332,-1.5420962199312678,37,10062,498,388
51,4.9597174834542805,Boxing-v0,-100.0,28.333333333333332,-2.9304123711340164,37,10062,514,390
52,5.0589540280898415,Boxing-v0,-100.0,28.333333333333332,-0.05897435897435862,37,10062,505,399
53,5.1553223049640655,Boxing-v0,-100.0,28.333333333333332,-0.030075187969924314,37,10062,489,381
54,5.250305231875844,Boxing-v0,-100.0,28.333333333333332,-1.5415573053368332,37,10062,496,386
55,5.351419574088521,Boxing-v0,-100.0,28.333333333333332,0.09412780656304387,37,10062,505,390
56,5.447131795883179,Boxing-v0,-100.0,28.333333333333332,0.8068376068376087,37,10062,514,396
57,5.54820474644502,Boxing-v0,-100.0,28.333333333333332,-1.694444444444444,37,10062,510,392
58,5.645221671064695,Boxing-v0,-100.0,28.333333333333332,3.56292517006803,37,10062,510,385
59,5.745300724837515,Boxing-v0,-100.0,37.333333333333336,1.029437229437231,35,11699,521,397
60,5.848738082382414,Boxing-v0,-100.0,37.333333333333336,2.7632241813601937,35,11699,528,391
61,5.950366602275107,Boxing-v0,-100.0,37.333333333333336,1.5745950554134618,41,11699,520,399
62,6.048753035002284,Boxing-v0,-100.0,37.333333333333336,2.3116123642439352,41,11699,520,391
63,6.150457349949413,Boxing-v0,-100.0,37.333333333333336,2.4271099744245546,41,11699,528,395
64,6.253622157971065,Boxing-v0,-100.0,37.333333333333336,3.5485232067510615,41,11699,522,397
65,6.354967756734954,Boxing-v0,-100.0,37.333333333333336,4.0377833753148655,41,11699,513,387
66,6.453260860045751,Boxing-v0,-100.0,37.333333333333336,2.6167097329888116,41,11699,513,392
67,6.5486430646975835,Boxing-v0,-100.0,37.333333333333336,3.337585034013605,41,11699,517,389
68,6.651089287002882,Boxing-v0,-100.0,37.333333333333336,4.953727506426748,41,11699,530,397
69,6.754257109496328,Boxing-v0,-100.0,37.333333333333336,4.318219983207391,41,11699,527,392
70,6.854957065780957,Boxing-v0,-100.0,37.333333333333336,2.807823129251704,41,11699,531,398
71,6.954224464032385,Boxing-v0,-100.0,37.333333333333336,4.614740368509209,41,11699,530,399
72,7.0584261739254,Boxing-v0,-100.0,37.333333333333336,5.325814536340858,41,11699,506,396
73,7.154520654479662,Boxing-v0,-100.0,37.333333333333336,6.793771043771044,41,11699,494,376
74,7.24857501162423,Boxing-v0,-100.0,37.333333333333336,5.534574468085112,41,11699,512,389
75,7.355845006240739,Boxing-v0,-100.0,37.333333333333336,5.476435304198798,41,11699,527,394
76,7.4603606875737505,Boxing-v0,-100.0,37.333333333333336,3.218274111675122,41,11699,528,404
77,7.562415234446526,Boxing-v0,-100.0,38.666666666666664,4.137788778877887,70,15399,524,400
78,7.665844399200545,Boxing-v0,-100.0,38.666666666666664,5.835000000000007,70,15399,522,395
79,7.769002901183234,Boxing-v0,-100.0,38.666666666666664,4.99409282700423,70,15399,518,403
80,7.866319103240967,Boxing-v0,-100.0,38.666666666666664,5.12903225806451,70,15399,512,393
81,7.968601272900899,Boxing-v0,-100.0,38.666666666666664,4.68363019508058,70,15399,521,391
82,8.067461413674884,Boxing-v0,-100.0,38.666666666666664,5.4748508098891655,70,15399,521,393
83,8.169644031657112,Boxing-v0,-100.0,38.666666666666664,5.240882103477517,70,15399,524,396
84,8.271871937248441,Boxing-v0,-100.0,38.666666666666664,4.037037037037036,70,15399,520,395
85,8.369710832900472,Boxing-v0,-100.0,38.666666666666664,7.45147679324894,70,15399,518,401
86,8.473048449092442,Boxing-v0,-100.0,38.666666666666664,5.738985868661675,70,15399,517,385
87,8.575188686913915,Boxing-v0,-100.0,38.666666666666664,3.1471861471861344,70,15399,516,399
88,8.679067739248275,Boxing-v0,-100.0,38.666666666666664,5.261487050960717,70,15399,514,384
89,8.77897221657965,Boxing-v0,-100.0,38.666666666666664,6.487847222222214,70,15399,510,402
90,8.875756606724527,Boxing-v0,-100.0,38.666666666666664,6.3366500829187205,70,15399,495,386
91,8.970010631614262,Boxing-v0,-100.0,38.666666666666664,6.874784110535396,70,15399,502,382
92,9.074048993322585,Boxing-v0,-100.0,38.666666666666664,3.970331588132631,70,15399,511,388
93,9.173647443850836,Boxing-v0,-100.0,38.666666666666664,7.4493127147766245,70,15399,519,393
94,9.276359393927786,Boxing-v0,-100.0,38.666666666666664,5.480067854113646,70,15399,516,394
95,9.381363034711944,Boxing-v0,-100.0,38.666666666666664,7.303722504230113,70,15399,509,394
96,9.476805110176404,Boxing-v0,-100.0,38.666666666666664,8.030456852791882,70,15399,506,391
97,9.574773762292333,Boxing-v0,-100.0,38.666666666666664,6.976982097186703,70,15399,502,387
98,9.674336536195543,Boxing-v0,-100.0,38.666666666666664,7.988802756244619,70,15399,506,388
99,9.776357505851323,Boxing-v0,-100.0,38.666666666666664,7.283505154639176,70,15399,506,388
100,9.876034523910945,Boxing-v0,-100.0,38.666666666666664,7.267182130584187,70,15399,508,394
101,9.978421583241886,Boxing-v0,-100.0,38.666666666666664,5.562605752961071,70,15399,497,393
102,10.076739106178284,Boxing-v0,-100.0,38.666666666666664,5.740458015267172,70,15399,500,384
103,10.180634515285492,Boxing-v0,-100.0,38.666666666666664,6.802951388888885,70,15399,508,393
104,10.281747810310788,Boxing-v0,-100.0,38.666666666666664,6.597964376590325,70,15399,509,392
105,10.386531785196729,Boxing-v0,-100.0,38.666666666666664,7.803571428571421,70,15399,505,390
106,10.484980128738615,Boxing-v0,-100.0,38.666666666666664,6.952136752136743,70,15399,500,387
107,10.583857039014498,Boxing-v0,-100.0,38.666666666666664,6.6192937123169715,70,15399,504,387
108,10.68650537663036,Boxing-v0,-100.0,38.666666666666664,7.831180017226529,70,15399,506,389
109,10.791269994709227,Boxing-v0,-100.0,38.666666666666664,8.437874892887766,70,15399,511,393
110,10.895012183056938,Boxing-v0,-100.0,38.666666666666664,8.18235793044953,70,15399,518,395
111,10.99915781100591,Boxing-v0,-100.0,38.666666666666664,8.394092827004224,70,15399,518,393
112,11.103844797809918,Boxing-v0,-100.0,38.666666666666664,7.9279050042408805,70,15399,525,396
113,11.209766836497518,Boxing-v0,-100.0,38.666666666666664,5.636363636363634,70,15399,519,401
114,11.312939181923866,Boxing-v0,-100.0,38.666666666666664,7.785536159601007,70,15399,508,390
115,11.40988438791699,Boxing-v0,-100.0,38.666666666666664,6.32649572649572,70,15399,515,389
116,11.512426706221369,Boxing-v0,-100.0,38.666666666666664,6.6949443016281105,70,15399,522,398
117,11.621033953759405,Boxing-v0,-100.0,38.666666666666664,6.854271356783918,70,15399,505,394
118,11.717257292403115,Boxing-v0,-100.0,38.666666666666664,9.195431472081214,70,15399,512,388
119,11.816869967513615,Boxing-v0,-100.0,38.666666666666664,8.113402061855668,70,15399,520,397
120,11.920570396184921,Boxing-v0,-100.0,38.666666666666664,8.919395465994965,70,15399,517,396
121,12.026663973066542,Boxing-v0,-100.0,38.666666666666664,8.260942760942761,70,15399,515,393
122,12.123397502236896,Boxing-v0,-100.0,38.666666666666664,8.182357930449534,70,15399,510,391
123,12.223848680986299,Boxing-v0,-100.0,38.666666666666664,9.118499573742541,70,15399,520,399
124,12.330801765322684,Boxing-v0,-100.0,38.666666666666664,6.391812865497077,70,15399,508,395
125,12.428591730131043,Boxing-v0,-100.0,38.666666666666664,7.3578059071729776,70,15399,508,388
126,12.52564784069856,Boxing-v0,-100.0,38.666666666666664,6.3917525773195845,70,15399,514,391
127,12.630496519870228,Boxing-v0,-100.0,38.666666666666664,7.601875532821816,70,15399,518,396
128,12.733678114083078,Boxing-v0,-100.0,38.666666666666664,6.018518518518516,70,15399,516,393
129,12.837594467865097,Boxing-v0,-100.0,38.666666666666664,6.921119592875312,70,15399,505,394
130,12.935117519232962,Boxing-v0,-100.0,38.666666666666664,8.049915397631136,70,15399,502,377
131,13.033996121486028,Boxing-v0,-100.0,38.666666666666664,8.061007957559672,70,15399,521,397
132,13.137238030897246,Boxing-v0,-100.0,38.666666666666664,6.963056255247689,70,15399,514,398
133,13.236146984696388,Boxing-v0,-100.0,38.666666666666664,6.769681742043532,70,15399,507,385
134,13.333889836337832,Boxing-v0,-100.0,38.666666666666664,7.658008658008642,70,15399,514,395
135,13.440408985482321,Boxing-v0,-100.0,38.666666666666664,8.559493670886079,70,15399,510,391
136,13.538954716126124,Boxing-v0,-100.0,38.666666666666664,7.869565217391308,70,15399,518,394
137,13.644748625424173,Boxing-v0,-100.0,38.666666666666664,6.362098138747896,70,15399,513,396
138,13.74499784204695,Boxing-v0,-100.0,38.666666666666664,10.041245791245785,70,15399,505,395
139,13.844483185741636,Boxing-v0,-100.0,38.666666666666664,9.342616033755275,70,15399,497,387
140,13.942758189903365,Boxing-v0,-100.0,38.666666666666664,7.495262704565025,70,15399,495,387
141,14.043595206406382,Boxing-v0,-100.0,38.666666666666664,10.229974160206714,70,15399,511,382
142,14.146031820774079,Boxing-v0,-100.0,38.666666666666664,8.032286212914492,70,15399,522,401
143,14.253308297925525,Boxing-v0,-100.0,38.666666666666664,10.297589359933504,70,15399,511,387
144,14.351276151802805,Boxing-v0,-100.0,38.666666666666664,8.8225667527993,70,15399,509,395
145,14.44924343791273,Boxing-v0,-100.0,43.333333333333336,7.513924050632901,128,28588,513,385
146,14.552686876389716,Boxing-v0,-100.0,43.333333333333336,6.666666666666661,128,28588,520,401
147,14.660125668711132,Boxing-v0,-100.0,43.333333333333336,8.403990024937658,128,28588,507,394
148,14.759118288291825,Boxing-v0,-100.0,43.333333333333336,9.007614213197957,128,28588,502,382
149,14.859102656443914,Boxing-v0,-100.0,43.333333333333336,8.89616055846421,128,28588,509,391
150,14.958855223523246,Boxing-v0,-100.0,43.333333333333336,8.373401534526852,128,28588,511,386
151,15.063728727963236,Boxing-v0,-100.0,43.333333333333336,8.075993091537136,128,28588,518,392
152,15.16680289765199,Boxing-v0,-100.0,43.333333333333336,7.661564625850325,128,28588,506,395
153,15.26501596947511,Boxing-v0,-100.0,43.333333333333336,8.252320675105489,128,28588,496,378
154,15.359487148589558,Boxing-v0,-100.0,43.333333333333336,7.432098765432111,128,28588,507,384
155,15.46262157453431,Boxing-v0,-100.0,43.333333333333336,6.095486111111111,128,28588,521,390
156,15.569195998046133,Boxing-v0,-100.0,43.333333333333336,7.636752136752143,128,28588,528,391
157,15.67618506193161,Boxing-v0,-100.0,43.333333333333336,7.722932651321397,128,28588,522,397
158,15.77633943107393,Boxing-v0,-100.0,43.333333333333336,8.654072208228387,128,28588,527,388
159,15.876139625575806,Boxing-v0,-100.0,43.333333333333336,8.478522336769762,128,28588,545,399
160,15.98506987882985,Boxing-v0,-100.0,43.333333333333336,7.840434419381784,128,28588,533,404
161,16.086252763271332,Boxing-v0,-100.0,43.333333333333336,9.100660066006604,128,28588,525,390
162,16.18570714837975,Boxing-v0,-100.0,43.333333333333336,9.36239316239316,128,28588,526,396
163,16.290477889908686,Boxing-v0,-100.0,43.333333333333336,7.4806397306397265,128,28588,538,397
164,16.396488696866566,Boxing-v0,-100.0,43.333333333333336,8.795130142737198,128,28588,531,407
165,16.49884889960289,Boxing-v0,-100.0,43.333333333333336,7.999180999181,128,28588,513,394
166,16.597619809508323,Boxing-v0,-100.0,43.333333333333336,10.13620981387479,128,28588,506,393
167,16.696794767777124,Boxing-v0,-100.0,43.333333333333336,11.770144189991534,128,28588,513,377
168,16.7982974867026,Boxing-v0,-100.0,43.333333333333336,8.839080459770114,128,28588,524,401
169,16.906207097901238,Boxing-v0,-100.0,43.333333333333336,10.128013300083119,128,28588,533,387
170,17.012285381091967,Boxing-v0,-100.0,43.333333333333336,10.256675279931107,128,28588,545,406
171,17.123075936701564,Boxing-v0,-100.0,43.333333333333336,9.573891625615762,128,28588,530,401
172,17.220212666193643,Boxing-v0,-100.0,43.333333333333336,11.773898586866167,128,28588,537,396
173,17.32732999391026,Boxing-v0,-100.0,43.333333333333336,7.804713804713802,128,28588,535,397
174,17.433374815649458,Boxing-v0,-100.0,43.333333333333336,7.503778337531476,128,28588,526,397
175,17.530485255519547,Boxing-v0,-100.0,43.333333333333336,8.446683459277915,128,28588,527,388
176,17.630900370875995,Boxing-v0,-100.0,43.333333333333336,9.488831615120274,128,28588,537,401
177,17.73918555604087,Boxing-v0,-100.0,43.333333333333336,8.498753117206986,128,28588,532,399
178,17.845235912336243,Boxing-v0,-100.0,43.333333333333336,11.604010025062665,128,28588,522,396
179,17.95102757487032,Boxing-v0,-100.0,43.333333333333336,10.08501683501683,128,28588,516,385
180,18.0475369288524,Boxing-v0,-100.0,43.333333333333336,11.449350649350652,128,28588,511,390
181,18.15011121067736,Boxing-v0,-100.0,43.333333333333336,8.127350427350425,128,28588,508,386
182,18.248902846773465,Boxing-v0,-100.0,43.333333333333336,10.740932642487042,128,28588,505,391
183,18.34662125011285,Boxing-v0,-100.0,43.333333333333336,10.553282182438185,128,28588,513,381
184,18.449973444276385,Boxing-v0,-100.0,43.333333333333336,9.903762029746273,128,28588,518,393
185,18.556781154208714,Boxing-v0,-100.0,43.333333333333336,10.347752332485163,128,28588,517,389
186,18.661674532029362,Boxing-v0,-100.0,43.333333333333336,11.131105398457583,128,28588,536,391
187,18.77173188401593,Boxing-v0,-100.0,43.333333333333336,10.179880647911336,128,28588,540,403
188,18.879417649971113,Boxing-v0,-100.0,43.333333333333336,10.40942928039703,128,28588,538,396
189,18.979562271104918,Boxing-v0,-100.0,43.333333333333336,11.905723905723908,128,28588,534,398
190,19.083785152037937,Boxing-v0,-100.0,43.333333333333336,10.599664991624799,128,28588,533,395
191,19.186258083714378,Boxing-v0,-100.0,43.333333333333336,11.376371308016896,128,28588,533,400
192,19.29277363240719,Boxing-v0,-100.0,43.333333333333336,8.080833333333338,128,28588,515,394
193,19.38617338260015,Boxing-v0,-100.0,43.333333333333336,12.296108291032137,128,28588,516,383
194,19.49199042578538,Boxing-v0,-100.0,43.333333333333336,9.468233246301127,128,28588,542,393
195,19.600299901167553,Boxing-v0,-100.0,43.333333333333336,9.233248515691262,128,28588,537,405
196,19.7056897383266,Boxing-v0,-100.0,43.333333333333336,9.097119341563785,128,28588,524,392
197,19.805463150673443,Boxing-v0,-100.0,43.333333333333336,9.929421768707483,128,28588,516,390
198,19.90367720855607,Boxing-v0,-100.0,43.333333333333336,10.989743589743581,128,28588,517,385
199,20.007730806205007,Boxing-v0,-100.0,43.333333333333336,10.457142857142859,128,28588,526,396
200,20.112027737961874,Boxing-v0,-100.0,43.333333333333336,10.000841750841746,128,28588,534,398
201,20.218127544191148,Boxing-v0,-100.0,43.333333333333336,7.352596314907877,128,28588,531,396
202,20.323567536671955,Boxing-v0,-100.0,43.333333333333336,10.405723905723908,128,28588,523,400
203,20.427461347911095,Boxing-v0,-100.0,43.333333333333336,9.928333333333322,128,28588,519,383
204,20.524273210962612,Boxing-v0,-100.0,43.333333333333336,9.734551784160134,128,28588,521,395
205,20.62757644103633,Boxing-v0,-100.0,43.333333333333336,11.047257383966238,128,28588,511,387
206,20.723491292927,Boxing-v0,-100.0,43.333333333333336,9.872523686477168,128,28588,513,391
207,20.823297421468627,Boxing-v0,-100.0,43.333333333333336,10.737425404944593,128,28588,505,381
208,20.922389877438544,Boxing-v0,-100.0,43.333333333333336,11.364829396325456,128,28588,518,383
209,21.0284792957041,Boxing-v0,-100.0,43.333333333333336,11.610095735422096,128,28588,528,395
210,21.135716824134192,Boxing-v0,-100.0,43.333333333333336,8.586497890295366,128,28588,522,392
211,21.233486994240018,Boxing-v0,-100.0,43.333333333333336,11.073979591836759,128,28588,516,390
212,21.33162402106656,Boxing-v0,-100.0,43.333333333333336,10.761538461538455,128,28588,509,382
213,21.43050203740597,Boxing-v0,-100.0,43.333333333333336,9.66143106457244,128,28588,518,387
214,21.53643872088856,Boxing-v0,-100.0,43.333333333333336,8.946597760551247,128,28588,522,393
215,21.63746540248394,Boxing-v0,-100.0,43.333333333333336,10.722646310432575,128,28588,517,390
216,21.73818097498682,Boxing-v0,-100.0,43.333333333333336,11.34871794871795,128,28588,512,386
217,21.83814963214927,Boxing-v0,-100.0,43.333333333333336,11.276338514680488,128,28588,513,383
218,21.93620538989703,Boxing-v0,-100.0,43.333333333333336,12.724107919930375,128,28588,539,389
219,22.046495310200584,Boxing-v0,-100.0,43.333333333333336,8.32476435304199,128,28588,528,400
220,22.151018420060474,Boxing-v0,-100.0,43.333333333333336,11.645000000000003,128,28588,518,385
221,22.248561802042854,Boxing-v0,-100.0,43.333333333333336,11.225974025974017,128,28588,523,392
222,22.353001445796753,Boxing-v0,-100.0,43.333333333333336,10.154761904761894,128,28588,519,387
223,22.453560444447728,Boxing-v0,-100.0,43.333333333333336,10.826012058570196,128,28588,531,392
224,22.56075792941782,Boxing-v0,-100.0,43.333333333333336,11.039115646258498,128,28588,533,396
225,22.66582679417398,Boxing-v0,-100.0,43.333333333333336,10.511784511784521,128,28588,531,394
226,22.76716610663467,Boxing-v0,-100.0,43.333333333333336,10.793570219966158,128,28588,530,391
227,22.87136638071802,Boxing-v0,-100.0,43.333333333333336,11.823529411764694,128,28588,522,390
228,22.97127957820892,Boxing-v0,-100.0,43.333333333333336,12.291452991452985,128,28588,525,390
229,23.074507437878186,Boxing-v0,-100.0,43.333333333333336,11.769230769230775,128,28588,522,387
230,23.176835104823112,Boxing-v0,-100.0,43.333333333333336,10.341946597760556,128,28588,526,394
231,23.284233521819115,Boxing-v0,-100.0,43.333333333333336,8.367174280879876,128,28588,521,388
232,23.385819144447645,Boxing-v0,-100.0,43.333333333333336,9.36254295532647,128,28588,529,384
233,23.485930650962725,Boxing-v0,-100.0,43.333333333333336,11.912326388888891,128,28588,549,397
234,23.594198549522293,Boxing-v0,-100.0,43.333333333333336,8.837111670864818,128,28588,544,399
235,23.701305447684394,Boxing-v0,-100.0,43.333333333333336,9.619883040935678,128,28588,542,397
236,23.803728559414544,Boxing-v0,-100.0,43.333333333333336,10.330814441645666,128,28588,537,399
237,23.90499790536033,Boxing-v0,-100.0,43.333333333333336,11.165413533834592,128,28588,521,389
238,24.00188766996066,Boxing-v0,-100.0,43.333333333333336,11.750642673521865,128,28588,532,384
239,24.109331321120262,Boxing-v0,-100.0,43.333333333333336,8.802951388888893,128,28588,538,395
240,24.211973471045493,Boxing-v0,-100.0,43.333333333333336,12.037130801687765,128,28588,526,390
241,24.31250813477569,Boxing-v0,-100.0,43.333333333333336,11.196581196581207,128,28588,533,385
242,24.41273928821087,Boxing-v0,-100.0,43.333333333333336,9.419047619047625,128,28588,540,395
243,24.519353911677996,Boxing-v0,-100.0,43.333333333333336,10.214345991561192,128,28588,538,394
244,24.624547333253755,Boxing-v0,-100.0,43.333333333333336,9.471235194585448,128,28588,531,396
245,24.724526632361943,Boxing-v0,-100.0,43.333333333333336,11.329966329966345,128,28588,529,391
246,24.82962982012166,Boxing-v0,-100.0,43.333333333333336,9.347826086956525,128,28588,527,391
247,24.9281896611717,Boxing-v0,-100.0,43.333333333333336,10.593350383631718,128,28588,523,392
248,25.032532481484942,Boxing-v0,-100.0,43.333333333333336,9.5578231292517,128,28588,525,384
249,25.134934432903925,Boxing-v0,-100.0,43.333333333333336,10.915798611111114,128,28588,529,390
250,25.237189276880688,Boxing-v0,-100.0,43.333333333333336,10.675213675213675,128,28588,526,387
251,25.338394468360477,Boxing-v0,-100.0,43.333333333333336,12.520241171403963,128,28588,532,389
252,25.438508501781357,Boxing-v0,-100.0,43.333333333333336,10.631533847472156,128,28588,527,391
253,25.543254798650743,Boxing-v0,-100.0,43.333333333333336,8.516624040920721,128,28588,519,386
254,25.643165505594677,Boxing-v0,-100.0,43.333333333333336,11.275474956822114,128,28588,522,388
255,25.74444246119923,Boxing-v0,-100.0,43.333333333333336,10.841924398625425,128,28588,518,385
256,25.84553581111961,Boxing-v0,-100.0,43.333333333333336,12.332467532467527,128,28588,529,388
257,25.95001658678055,Boxing-v0,-100.0,43.333333333333336,11.675257731958762,128,28588,533,392
258,26.05491666747464,Boxing-v0,-100.0,43.333333333333336,11.566326530612226,128,28588,523,396
259,26.155447557369868,Boxing-v0,-100.0,43.333333333333336,12.631313131313117,128,28588,521,381
260,26.25751731640763,Boxing-v0,-100.0,43.333333333333336,11.458442694663189,128,28588,528,396
261,26.365068241887624,Boxing-v0,-100.0,43.333333333333336,10.205387205387192,128,28588,530,386
262,26.46762826025486,Boxing-v0,-100.0,43.333333333333336,10.141623488773742,128,28588,537,396
263,26.569419539305898,Boxing-v0,-100.0,43.333333333333336,11.654882154882143,128,28588,527,391
264,26.670452122688292,Boxing-v0,-100.0,43.333333333333336,9.867007672634257,128,28588,543,386
265,26.78005868713061,Boxing-v0,-100.0,43.333333333333336,9.91623488773747,128,28588,552,396
266,26.88453833281994,Boxing-v0,-100.0,43.333333333333336,11.12121212121212,128,28588,542,395
267,26.987950242824024,Boxing-v0,-100.0,43.333333333333336,9.130801687763702,128,28588,538,392
268,27.08987706866529,Boxing-v0,-100.0,43.333333333333336,11.17602040816326,128,28588,544,394
269,27.196140057974393,Boxing-v0,-100.0,43.333333333333336,10.196277495769873,128,28588,545,401
270,27.300186574459076,Boxing-v0,-100.0,43.333333333333336,12.159600997506224,128,28588,526,387
271,27.395433185564148,Boxing-v0,-100.0,43.333333333333336,11.661498708010337,128,28588,542,386
272,27.507117142743535,Boxing-v0,-100.0,43.333333333333336,10.83765112262521,128,28588,541,404
273,27.61441652993361,Boxing-v0,-100.0,43.333333333333336,11.928217821782178,128,28588,527,387
274,27.713613372246424,Boxing-v0,-100.0,43.333333333333336,10.456503014642552,128,28588,525,393
275,27.812651259965367,Boxing-v0,-100.0,43.333333333333336,10.965224766751488,128,28588,516,386
276,27.912242529789605,Boxing-v0,-100.0,43.333333333333336,11.895509499136445,128,28588,527,379
277,28.014346605936687,Boxing-v0,-100.0,43.333333333333336,12.051890941072998,128,28588,535,398
278,28.123935101098485,Boxing-v0,-100.0,43.333333333333336,10.730318257956455,128,28588,518,387
279,28.222715358270538,Boxing-v0,-100.0,43.333333333333336,12.244616709732982,128,28588,530,383
280,28.329030885299048,Boxing-v0,-100.0,43.333333333333336,11.532637075718004,128,28588,540,396
281,28.438151836395264,Boxing-v0,-100.0,43.333333333333336,11.493265993265988,128,28588,532,394
282,28.535942860047022,Boxing-v0,-100.0,43.333333333333336,11.499999999999995,128,28588,523,382
283,28.635026051667,Boxing-v0,-100.0,43.333333333333336,11.143106457242574,128,28588,532,389
284,28.740221096674603,Boxing-v0,-100.0,43.333333333333336,11.452442159383036,128,28588,523,390
285,28.840711006588407,Boxing-v0,-100.0,43.333333333333336,10.91880341880343,128,28588,526,381
286,28.942508936921755,Boxing-v0,-100.0,43.333333333333336,12.538057742782152,128,28588,539,391
287,29.051972322397763,Boxing-v0,-100.0,43.333333333333336,9.558397271952265,128,28588,535,393
288,29.153197626670202,Boxing-v0,-100.0,43.333333333333336,10.56658184902458,128,28588,534,385
